Datetime_GMT-3,DOY,H,D,Z,Hours_in_day,Hours_in_year,Data_source
1964-01-01 00:00:00,1,28436.0,-15.971666666666666,8204.0,0,1,TTB_staff_DTA_files
1964-01-01 01:00:00,1,28438.0,-15.97,8204.0,1,2,TTB_staff_DTA_files
1964-01-01 02:00:00,1,28438.0,-15.978333333333333,8204.0,2,3,TTB_staff_DTA_files
1964-01-01 03:00:00,1,28438.0,-15.981666666666666,8205.0,3,4,TTB_staff_DTA_files
1964-01-01 04:00:00,1,28451.0,-15.978333333333333,8206.0,4,5,TTB_staff_DTA_files
1964-01-01 05:00:00,1,28454.0,-15.975,8205.0,5,6,TTB_staff_DTA_files
1964-01-01 06:00:00,1,28462.0,-15.985000000000001,8200.0,6,7,TTB_staff_DTA_files
1964-01-01 07:00:00,1,28475.0,-15.996666666666666,8200.0,7,8,TTB_staff_DTA_files
1964-01-01 08:00:00,1,28483.0,-15.981666666666666,8200.0,8,9,TTB_staff_DTA_files
1964-01-01 09:00:00,1,28491.0,-15.955,8194.0,9,10,TTB_staff_DTA_files
1964-01-01 10:00:00,1,28490.0,-15.926666666666668,8190.0,10,11,TTB_staff_DTA_files
1964-01-01 11:00:00,1,28489.0,-15.918333333333333,8186.0,11,12,TTB_staff_DTA_files
1964-01-01 12:00:00,1,28482.0,-15.948333333333332,8183.0,12,13,TTB_staff_DTA_files
1964-01-01 13:00:00,1,28473.0,-15.975,8190.0,13,14,TTB_staff_DTA_files
1964-01-01 14:00:00,1,28476.0,-15.979999999999999,8200.0,14,15,TTB_staff_DTA_files
1964-01-01 15:00:00,1,28469.0,-15.956666666666667,8208.0,15,16,TTB_staff_DTA_files
1964-01-01 16:00:00,1,28458.0,-15.946666666666665,8208.0,16,17,TTB_staff_DTA_files
1964-01-01 17:00:00,1,28453.0,-15.96,8208.0,17,18,TTB_staff_DTA_files
1964-01-01 18:00:00,1,28460.0,-15.956666666666667,8204.0,18,19,TTB_staff_DTA_files
1964-01-01 19:00:00,1,28454.0,-15.956666666666667,8204.0,19,20,TTB_staff_DTA_files
1964-01-01 20:00:00,1,28450.0,-15.958333333333334,8204.0,20,21,TTB_staff_DTA_files
1964-01-01 21:00:00,1,28449.0,-15.955,8202.0,21,22,TTB_staff_DTA_files
1964-01-01 22:00:00,1,28450.0,-15.96,8202.0,22,23,TTB_staff_DTA_files
1964-01-01 23:00:00,1,28454.0,-15.961666666666668,8201.0,23,24,TTB_staff_DTA_files
1964-01-02 00:00:00,2,28458.0,-15.973333333333333,8200.0,0,25,TTB_staff_DTA_files
1964-01-02 01:00:00,2,28443.0,-15.986666666666668,8205.0,1,26,TTB_staff_DTA_files
1964-01-02 02:00:00,2,28445.0,-16.02,8205.0,2,27,TTB_staff_DTA_files
1964-01-02 03:00:00,2,28418.0,-16.026666666666667,8215.0,3,28,TTB_staff_DTA_files
1964-01-02 04:00:00,2,28416.0,-16.015,8210.0,4,29,TTB_staff_DTA_files
1964-01-02 05:00:00,2,28419.0,-16.021666666666665,8211.0,5,30,TTB_staff_DTA_files
1964-01-02 06:00:00,2,28412.0,-16.041666666666668,8215.0,6,31,TTB_staff_DTA_files
1964-01-02 07:00:00,2,28409.0,-16.011666666666667,8226.0,7,32,TTB_staff_DTA_files
1964-01-02 08:00:00,2,28393.0,-15.978333333333333,8223.0,8,33,TTB_staff_DTA_files
1964-01-02 09:00:00,2,28388.0,-15.943333333333333,8221.0,9,34,TTB_staff_DTA_files
1964-01-02 10:00:00,2,28415.0,-15.916666666666666,8202.0,10,35,TTB_staff_DTA_files
1964-01-02 11:00:00,2,28422.0,-15.918333333333333,8190.0,11,36,TTB_staff_DTA_files
1964-01-02 12:00:00,2,28417.0,-15.96,8176.0,12,37,TTB_staff_DTA_files
1964-01-02 13:00:00,2,28401.0,-15.988333333333333,8183.0,13,38,TTB_staff_DTA_files
1964-01-02 14:00:00,2,28384.0,-15.985000000000001,8190.0,14,39,TTB_staff_DTA_files
1964-01-02 15:00:00,2,28378.0,-15.988333333333333,8196.0,15,40,TTB_staff_DTA_files
1964-01-02 16:00:00,2,28374.0,-15.978333333333333,8202.0,16,41,TTB_staff_DTA_files
1964-01-02 17:00:00,2,28377.0,-15.978333333333333,8203.0,17,42,TTB_staff_DTA_files
1964-01-02 18:00:00,2,28380.0,-15.993333333333334,8204.0,18,43,TTB_staff_DTA_files
1964-01-02 19:00:00,2,28391.0,-15.979999999999999,8202.0,19,44,TTB_staff_DTA_files
1964-01-02 20:00:00,2,28394.0,-15.978333333333333,8200.0,20,45,TTB_staff_DTA_files
1964-01-02 21:00:00,2,28396.0,-15.971666666666666,8201.0,21,46,TTB_staff_DTA_files
1964-01-02 22:00:00,2,28396.0,-15.973333333333333,8204.0,22,47,TTB_staff_DTA_files
1964-01-02 23:00:00,2,28414.0,-15.983333333333333,8199.0,23,48,TTB_staff_DTA_files
1964-01-03 00:00:00,3,28407.0,-15.986666666666668,8203.0,0,49,TTB_staff_DTA_files
1964-01-03 01:00:00,3,28404.0,-15.995000000000001,8204.0,1,50,TTB_staff_DTA_files
1964-01-03 02:00:00,3,28408.0,-15.995000000000001,8203.0,2,51,TTB_staff_DTA_files
1964-01-03 03:00:00,3,28409.0,-15.995000000000001,8203.0,3,52,TTB_staff_DTA_files
1964-01-03 04:00:00,3,28409.0,-15.998333333333333,8204.0,4,53,TTB_staff_DTA_files
1964-01-03 05:00:00,3,28411.0,-15.995000000000001,8206.0,5,54,TTB_staff_DTA_files
1964-01-03 06:00:00,3,28412.0,-15.995000000000001,8203.0,6,55,TTB_staff_DTA_files
1964-01-03 07:00:00,3,28416.0,-16.006666666666668,8202.0,7,56,TTB_staff_DTA_files
1964-01-03 08:00:00,3,28418.0,-15.99,8203.0,8,57,TTB_staff_DTA_files
1964-01-03 09:00:00,3,28425.0,-15.965,8197.0,9,58,TTB_staff_DTA_files
1964-01-03 10:00:00,3,28434.0,-15.96,8190.0,10,59,TTB_staff_DTA_files
1964-01-03 11:00:00,3,28438.0,-15.968333333333334,8192.0,11,60,TTB_staff_DTA_files
1964-01-03 12:00:00,3,28443.0,-15.971666666666666,8192.0,12,61,TTB_staff_DTA_files
1964-01-03 13:00:00,3,28438.0,-15.986666666666668,8190.0,13,62,TTB_staff_DTA_files
1964-01-03 14:00:00,3,28420.0,-15.998333333333333,8192.0,14,63,TTB_staff_DTA_files
1964-01-03 15:00:00,3,28408.0,-15.996666666666666,8196.0,15,64,TTB_staff_DTA_files
1964-01-03 16:00:00,3,28403.0,-15.988333333333333,8198.0,16,65,TTB_staff_DTA_files
1964-01-03 17:00:00,3,28410.0,-15.983333333333333,8198.0,17,66,TTB_staff_DTA_files
1964-01-03 18:00:00,3,28415.0,-15.973333333333333,8200.0,18,67,TTB_staff_DTA_files
1964-01-03 19:00:00,3,28410.0,-15.973333333333333,8201.0,19,68,TTB_staff_DTA_files
1964-01-03 20:00:00,3,28413.0,-15.971666666666666,8200.0,20,69,TTB_staff_DTA_files
1964-01-03 21:00:00,3,28414.0,-15.971666666666666,8199.0,21,70,TTB_staff_DTA_files
1964-01-03 22:00:00,3,28413.0,-15.973333333333333,8200.0,22,71,TTB_staff_DTA_files
1964-01-03 23:00:00,3,28417.0,-15.978333333333333,8199.0,23,72,TTB_staff_DTA_files
1964-01-04 00:00:00,4,28417.0,-15.979999999999999,8203.0,0,73,TTB_staff_DTA_files
1964-01-04 01:00:00,4,28408.0,-15.988333333333333,8203.0,1,74,TTB_staff_DTA_files
1964-01-04 02:00:00,4,28417.0,-15.99,8203.0,2,75,TTB_staff_DTA_files
1964-01-04 03:00:00,4,28414.0,-15.998333333333333,8204.0,3,76,TTB_staff_DTA_files
1964-01-04 04:00:00,4,28415.0,-15.998333333333333,8205.0,4,77,TTB_staff_DTA_files
1964-01-04 05:00:00,4,28416.0,-15.996666666666666,8206.0,5,78,TTB_staff_DTA_files
1964-01-04 06:00:00,4,28420.0,-15.995000000000001,8203.0,6,79,TTB_staff_DTA_files
1964-01-04 07:00:00,4,28432.0,-15.995000000000001,8201.0,7,80,TTB_staff_DTA_files
1964-01-04 08:00:00,4,28441.0,-15.978333333333333,8199.0,8,81,TTB_staff_DTA_files
1964-01-04 09:00:00,4,28448.0,-15.96,8190.0,9,82,TTB_staff_DTA_files
1964-01-04 10:00:00,4,28456.0,-15.951666666666666,8189.0,10,83,TTB_staff_DTA_files
1964-01-04 11:00:00,4,28466.0,-15.946666666666665,8189.0,11,84,TTB_staff_DTA_files
1964-01-04 12:00:00,4,28458.0,-15.978333333333333,8188.0,12,85,TTB_staff_DTA_files
1964-01-04 13:00:00,4,28454.0,-15.998333333333333,8200.0,13,86,TTB_staff_DTA_files
1964-01-04 14:00:00,4,28437.0,-15.985000000000001,8199.0,14,87,TTB_staff_DTA_files
1964-01-04 15:00:00,4,28415.0,-15.988333333333333,8201.0,15,88,TTB_staff_DTA_files
1964-01-04 16:00:00,4,28414.0,-15.983333333333333,8203.0,16,89,TTB_staff_DTA_files
1964-01-04 17:00:00,4,28407.0,-15.979999999999999,8204.0,17,90,TTB_staff_DTA_files
1964-01-04 18:00:00,4,28408.0,-15.978333333333333,8203.0,18,91,TTB_staff_DTA_files
1964-01-04 19:00:00,4,28418.0,-15.971666666666666,8200.0,19,92,TTB_staff_DTA_files
1964-01-04 20:00:00,4,28417.0,-15.97,8202.0,20,93,TTB_staff_DTA_files
1964-01-04 21:00:00,4,28414.0,-15.971666666666666,8201.0,21,94,TTB_staff_DTA_files
1964-01-04 22:00:00,4,28417.0,-15.97,8201.0,22,95,TTB_staff_DTA_files
1964-01-04 23:00:00,4,28417.0,-15.97,8202.0,23,96,TTB_staff_DTA_files
1964-01-05 00:00:00,5,28415.0,-15.978333333333333,8202.0,0,97,TTB_staff_DTA_files
1964-01-05 01:00:00,5,28419.0,-15.978333333333333,8203.0,1,98,TTB_staff_DTA_files
1964-01-05 02:00:00,5,28420.0,-15.979999999999999,8203.0,2,99,TTB_staff_DTA_files
1964-01-05 03:00:00,5,28420.0,-15.985000000000001,8204.0,3,100,TTB_staff_DTA_files
1964-01-05 04:00:00,5,28426.0,-15.993333333333334,8205.0,4,101,TTB_staff_DTA_files
1964-01-05 05:00:00,5,28427.0,-15.995000000000001,8207.0,5,102,TTB_staff_DTA_files
1964-01-05 06:00:00,5,28427.0,-15.991666666666667,8207.0,6,103,TTB_staff_DTA_files
1964-01-05 07:00:00,5,28430.0,-15.981666666666666,8206.0,7,104,TTB_staff_DTA_files
1964-01-05 08:00:00,5,28436.0,-15.963333333333333,8202.0,8,105,TTB_staff_DTA_files
1964-01-05 09:00:00,5,28448.0,-15.943333333333333,8192.0,9,106,TTB_staff_DTA_files
1964-01-05 10:00:00,5,28453.0,-15.936666666666667,8188.0,10,107,TTB_staff_DTA_files
1964-01-05 11:00:00,5,28448.0,-15.918333333333333,8186.0,11,108,TTB_staff_DTA_files
1964-01-05 12:00:00,5,28444.0,-15.918333333333333,8177.0,12,109,TTB_staff_DTA_files
1964-01-05 13:00:00,5,28441.0,-15.96,8179.0,13,110,TTB_staff_DTA_files
1964-01-05 14:00:00,5,28438.0,-15.995000000000001,8188.0,14,111,TTB_staff_DTA_files
1964-01-05 15:00:00,5,28432.0,-15.998333333333333,8197.0,15,112,TTB_staff_DTA_files
1964-01-05 16:00:00,5,28432.0,-15.991666666666667,8203.0,16,113,TTB_staff_DTA_files
1964-01-05 17:00:00,5,28427.0,-15.978333333333333,8202.0,17,114,TTB_staff_DTA_files
1964-01-05 18:00:00,5,28420.0,-15.971666666666666,8202.0,18,115,TTB_staff_DTA_files
1964-01-05 19:00:00,5,28416.0,-15.971666666666666,8202.0,19,116,TTB_staff_DTA_files
1964-01-05 20:00:00,5,28416.0,-15.971666666666666,8199.0,20,117,TTB_staff_DTA_files
1964-01-05 21:00:00,5,28415.0,-15.965,8200.0,21,118,TTB_staff_DTA_files
1964-01-05 22:00:00,5,28416.0,-15.971666666666666,8200.0,22,119,TTB_staff_DTA_files
1964-01-05 23:00:00,5,28417.0,-15.973333333333333,8200.0,23,120,TTB_staff_DTA_files
1964-01-06 00:00:00,6,28423.0,-15.978333333333333,8200.0,0,121,TTB_staff_DTA_files
1964-01-06 01:00:00,6,28422.0,-15.981666666666666,8203.0,1,122,TTB_staff_DTA_files
1964-01-06 02:00:00,6,28423.0,-15.983333333333333,8203.0,2,123,TTB_staff_DTA_files
1964-01-06 03:00:00,6,28425.0,-15.986666666666668,8203.0,3,124,TTB_staff_DTA_files
1964-01-06 04:00:00,6,28423.0,-15.99,8205.0,4,125,TTB_staff_DTA_files
1964-01-06 05:00:00,6,28425.0,-15.99,8207.0,5,126,TTB_staff_DTA_files
1964-01-06 06:00:00,6,28425.0,-15.986666666666668,8206.0,6,127,TTB_staff_DTA_files
1964-01-06 07:00:00,6,28431.0,-15.981666666666666,8204.0,7,128,TTB_staff_DTA_files
1964-01-06 08:00:00,6,28434.0,-15.96,8206.0,8,129,TTB_staff_DTA_files
1964-01-06 09:00:00,6,28438.0,-15.928333333333335,8203.0,9,130,TTB_staff_DTA_files
1964-01-06 10:00:00,6,28441.0,-15.926666666666668,8198.0,10,131,TTB_staff_DTA_files
1964-01-06 11:00:00,6,28445.0,-15.938333333333333,8192.0,11,132,TTB_staff_DTA_files
1964-01-06 12:00:00,6,28442.0,-15.946666666666665,8195.0,12,133,TTB_staff_DTA_files
1964-01-06 13:00:00,6,28436.0,-15.946666666666665,8196.0,13,134,TTB_staff_DTA_files
1964-01-06 14:00:00,6,28429.0,-15.978333333333333,8194.0,14,135,TTB_staff_DTA_files
1964-01-06 15:00:00,6,28426.0,-15.993333333333334,8196.0,15,136,TTB_staff_DTA_files
1964-01-06 16:00:00,6,28428.0,-15.991666666666667,8196.0,16,137,TTB_staff_DTA_files
1964-01-06 17:00:00,6,28426.0,-15.978333333333333,8199.0,17,138,TTB_staff_DTA_files
1964-01-06 18:00:00,6,28425.0,-15.978333333333333,8200.0,18,139,TTB_staff_DTA_files
1964-01-06 19:00:00,6,28428.0,-15.973333333333333,8200.0,19,140,TTB_staff_DTA_files
1964-01-06 20:00:00,6,28428.0,-15.971666666666666,8200.0,20,141,TTB_staff_DTA_files
1964-01-06 21:00:00,6,28425.0,-15.963333333333333,8200.0,21,142,TTB_staff_DTA_files
1964-01-06 22:00:00,6,28424.0,-15.971666666666666,8200.0,22,143,TTB_staff_DTA_files
1964-01-06 23:00:00,6,28424.0,-15.973333333333333,8200.0,23,144,TTB_staff_DTA_files
1964-01-07 00:00:00,7,28423.0,-15.973333333333333,8200.0,0,145,TTB_staff_DTA_files
1964-01-07 01:00:00,7,28425.0,-15.981666666666666,8202.0,1,146,TTB_staff_DTA_files
1964-01-07 02:00:00,7,28425.0,-15.981666666666666,8202.0,2,147,TTB_staff_DTA_files
1964-01-07 03:00:00,7,28428.0,-15.986666666666668,8202.0,3,148,TTB_staff_DTA_files
1964-01-07 04:00:00,7,28432.0,-15.986666666666668,8202.0,4,149,TTB_staff_DTA_files
1964-01-07 05:00:00,7,28432.0,-15.985000000000001,8205.0,5,150,TTB_staff_DTA_files
1964-01-07 06:00:00,7,28431.0,-15.988333333333333,8203.0,6,151,TTB_staff_DTA_files
1964-01-07 07:00:00,7,28434.0,-15.986666666666668,8203.0,7,152,TTB_staff_DTA_files
1964-01-07 08:00:00,7,28438.0,-15.973333333333333,8204.0,8,153,TTB_staff_DTA_files
1964-01-07 09:00:00,7,28449.0,-15.943333333333333,8202.0,9,154,TTB_staff_DTA_files
1964-01-07 10:00:00,7,28450.0,-15.935,8204.0,10,155,TTB_staff_DTA_files
1964-01-07 11:00:00,7,28464.0,-15.945,8206.0,11,156,TTB_staff_DTA_files
1964-01-07 12:00:00,7,28466.0,-15.96,8206.0,12,157,TTB_staff_DTA_files
1964-01-07 13:00:00,7,28468.0,-15.99,8195.0,13,158,TTB_staff_DTA_files
1964-01-07 14:00:00,7,28462.0,-16.023333333333333,8195.0,14,159,TTB_staff_DTA_files
1964-01-07 15:00:00,7,28448.0,-16.02,8207.0,15,160,TTB_staff_DTA_files
1964-01-07 16:00:00,7,28436.0,-15.99,8207.0,16,161,TTB_staff_DTA_files
1964-01-07 17:00:00,7,28426.0,-15.978333333333333,8202.0,17,162,TTB_staff_DTA_files
1964-01-07 18:00:00,7,28423.0,-15.968333333333334,8201.0,18,163,TTB_staff_DTA_files
1964-01-07 19:00:00,7,28420.0,-15.966666666666667,8201.0,19,164,TTB_staff_DTA_files
1964-01-07 20:00:00,7,28418.0,-15.965,8200.0,20,165,TTB_staff_DTA_files
1964-01-07 21:00:00,7,28416.0,-15.966666666666667,8202.0,21,166,TTB_staff_DTA_files
1964-01-07 22:00:00,7,28418.0,-15.966666666666667,8199.0,22,167,TTB_staff_DTA_files
1964-01-07 23:00:00,7,28419.0,-15.97,8199.0,23,168,TTB_staff_DTA_files
1964-01-08 00:00:00,8,28419.0,-15.971666666666666,8202.0,0,169,TTB_staff_DTA_files
1964-01-08 01:00:00,8,28423.0,-15.978333333333333,8201.0,1,170,TTB_staff_DTA_files
1964-01-08 02:00:00,8,28429.0,-15.979999999999999,8201.0,2,171,TTB_staff_DTA_files
1964-01-08 03:00:00,8,28432.0,-15.981666666666666,8202.0,3,172,TTB_staff_DTA_files
1964-01-08 04:00:00,8,28431.0,-15.981666666666666,8202.0,4,173,TTB_staff_DTA_files
1964-01-08 05:00:00,8,28436.0,-15.979999999999999,8202.0,5,174,TTB_staff_DTA_files
1964-01-08 06:00:00,8,28437.0,-15.981666666666666,8202.0,6,175,TTB_staff_DTA_files
1964-01-08 07:00:00,8,28445.0,-15.978333333333333,8202.0,7,176,TTB_staff_DTA_files
1964-01-08 08:00:00,8,28444.0,-15.956666666666667,8203.0,8,177,TTB_staff_DTA_files
1964-01-08 09:00:00,8,28446.0,-15.921666666666665,8200.0,9,178,TTB_staff_DTA_files
1964-01-08 10:00:00,8,28441.0,-15.916666666666666,8198.0,10,179,TTB_staff_DTA_files
1964-01-08 11:00:00,8,28439.0,-15.926666666666668,8191.0,11,180,TTB_staff_DTA_files
1964-01-08 12:00:00,8,28430.0,-15.935,8182.0,12,181,TTB_staff_DTA_files
1964-01-08 13:00:00,8,28428.0,-15.985000000000001,8177.0,13,182,TTB_staff_DTA_files
1964-01-08 14:00:00,8,28431.0,-15.996666666666666,8184.0,14,183,TTB_staff_DTA_files
1964-01-08 15:00:00,8,28436.0,-15.995000000000001,8184.0,15,184,TTB_staff_DTA_files
1964-01-08 16:00:00,8,28438.0,-15.986666666666668,8188.0,16,185,TTB_staff_DTA_files
1964-01-08 17:00:00,8,28439.0,-15.978333333333333,8194.0,17,186,TTB_staff_DTA_files
1964-01-08 18:00:00,8,28436.0,-15.968333333333334,8198.0,18,187,TTB_staff_DTA_files
1964-01-08 19:00:00,8,28416.0,-15.97,8202.0,19,188,TTB_staff_DTA_files
1964-01-08 20:00:00,8,28411.0,-15.973333333333333,8202.0,20,189,TTB_staff_DTA_files
1964-01-08 21:00:00,8,28402.0,-15.973333333333333,8203.0,21,190,TTB_staff_DTA_files
1964-01-08 22:00:00,8,28414.0,-15.965,8199.0,22,191,TTB_staff_DTA_files
1964-01-08 23:00:00,8,28429.0,-15.965,8199.0,23,192,TTB_staff_DTA_files
1964-01-09 00:00:00,9,28423.0,-15.96,8199.0,0,193,TTB_staff_DTA_files
1964-01-09 01:00:00,9,28417.0,-15.973333333333333,8201.0,1,194,TTB_staff_DTA_files
1964-01-09 02:00:00,9,28428.0,-15.983333333333333,8199.0,2,195,TTB_staff_DTA_files
1964-01-09 03:00:00,9,28431.0,-15.986666666666668,8201.0,3,196,TTB_staff_DTA_files
1964-01-09 04:00:00,9,28431.0,-15.986666666666668,8202.0,4,197,TTB_staff_DTA_files
1964-01-09 05:00:00,9,28434.0,-15.985000000000001,8202.0,5,198,TTB_staff_DTA_files
1964-01-09 06:00:00,9,28436.0,-15.979999999999999,8202.0,6,199,TTB_staff_DTA_files
1964-01-09 07:00:00,9,28437.0,-15.975,8202.0,7,200,TTB_staff_DTA_files
1964-01-09 08:00:00,9,28441.0,-15.96,8198.0,8,201,TTB_staff_DTA_files
1964-01-09 09:00:00,9,28447.0,-15.94,8193.0,9,202,TTB_staff_DTA_files
1964-01-09 10:00:00,9,28450.0,-15.926666666666668,8185.0,10,203,TTB_staff_DTA_files
1964-01-09 11:00:00,9,28454.0,-15.931666666666667,8180.0,11,204,TTB_staff_DTA_files
1964-01-09 12:00:00,9,28449.0,-15.945,8185.0,12,205,TTB_staff_DTA_files
1964-01-09 13:00:00,9,28444.0,-15.963333333333333,8190.0,13,206,TTB_staff_DTA_files
1964-01-09 14:00:00,9,28444.0,-15.998333333333333,8183.0,14,207,TTB_staff_DTA_files
1964-01-09 15:00:00,9,28431.0,-16.016666666666666,8189.0,15,208,TTB_staff_DTA_files
1964-01-09 16:00:00,9,28425.0,-15.983333333333333,8199.0,16,209,TTB_staff_DTA_files
1964-01-09 17:00:00,9,28425.0,-15.963333333333333,8198.0,17,210,TTB_staff_DTA_files
1964-01-09 18:00:00,9,28401.0,-15.961666666666668,8202.0,18,211,TTB_staff_DTA_files
1964-01-09 19:00:00,9,28385.0,-15.951666666666666,8204.0,19,212,TTB_staff_DTA_files
1964-01-09 20:00:00,9,28405.0,-15.961666666666668,8200.0,20,213,TTB_staff_DTA_files
1964-01-09 21:00:00,9,28401.0,-15.968333333333334,8202.0,21,214,TTB_staff_DTA_files
1964-01-09 22:00:00,9,28422.0,-15.95,8196.0,22,215,TTB_staff_DTA_files
1964-01-09 23:00:00,9,28419.0,-15.966666666666667,8199.0,23,216,TTB_staff_DTA_files
1964-01-10 00:00:00,10,28424.0,-15.978333333333333,8199.0,0,217,TTB_staff_DTA_files
1964-01-10 01:00:00,10,28421.0,-15.983333333333333,8202.0,1,218,TTB_staff_DTA_files
1964-01-10 02:00:00,10,28428.0,-16.00166666666667,8201.0,2,219,TTB_staff_DTA_files
1964-01-10 03:00:00,10,28435.0,-15.995000000000001,8203.0,3,220,TTB_staff_DTA_files
1964-01-10 04:00:00,10,28428.0,-15.991666666666667,8204.0,4,221,TTB_staff_DTA_files
1964-01-10 05:00:00,10,28423.0,-15.99,8203.0,5,222,TTB_staff_DTA_files
1964-01-10 06:00:00,10,28430.0,-15.991666666666667,8201.0,6,223,TTB_staff_DTA_files
1964-01-10 07:00:00,10,28436.0,-15.978333333333333,8204.0,7,224,TTB_staff_DTA_files
1964-01-10 08:00:00,10,28437.0,-15.956666666666667,8207.0,8,225,TTB_staff_DTA_files
1964-01-10 09:00:00,10,28438.0,-15.933333333333334,8209.0,9,226,TTB_staff_DTA_files
1964-01-10 10:00:00,10,28437.0,-15.921666666666665,8209.0,10,227,TTB_staff_DTA_files
1964-01-10 11:00:00,10,28437.0,-15.916666666666666,8210.0,11,228,TTB_staff_DTA_files
1964-01-10 12:00:00,10,28430.0,-15.93,8203.0,12,229,TTB_staff_DTA_files
1964-01-10 13:00:00,10,28425.0,-15.979999999999999,8195.0,13,230,TTB_staff_DTA_files
1964-01-10 14:00:00,10,28427.0,-16.011666666666667,8195.0,14,231,TTB_staff_DTA_files
1964-01-10 15:00:00,10,28425.0,-15.995000000000001,8198.0,15,232,TTB_staff_DTA_files
1964-01-10 16:00:00,10,28424.0,-15.981666666666666,8196.0,16,233,TTB_staff_DTA_files
1964-01-10 17:00:00,10,28419.0,-15.985000000000001,8195.0,17,234,TTB_staff_DTA_files
1964-01-10 18:00:00,10,28412.0,-15.979999999999999,8200.0,18,235,TTB_staff_DTA_files
1964-01-10 19:00:00,10,28415.0,-15.978333333333333,8200.0,19,236,TTB_staff_DTA_files
1964-01-10 20:00:00,10,28421.0,-15.965,8199.0,20,237,TTB_staff_DTA_files
1964-01-10 21:00:00,10,28417.0,-15.968333333333334,8202.0,21,238,TTB_staff_DTA_files
1964-01-10 22:00:00,10,28421.0,-15.966666666666667,8201.0,22,239,TTB_staff_DTA_files
1964-01-10 23:00:00,10,28414.0,-15.97,8202.0,23,240,TTB_staff_DTA_files
1964-01-11 00:00:00,11,28414.0,-15.973333333333333,8201.0,0,241,TTB_staff_DTA_files
1964-01-11 01:00:00,11,28415.0,-15.985000000000001,8201.0,1,242,TTB_staff_DTA_files
1964-01-11 02:00:00,11,28420.0,-15.981666666666666,8201.0,2,243,TTB_staff_DTA_files
1964-01-11 03:00:00,11,28420.0,-15.986666666666668,8201.0,3,244,TTB_staff_DTA_files
1964-01-11 04:00:00,11,28423.0,-15.988333333333333,8202.0,4,245,TTB_staff_DTA_files
1964-01-11 05:00:00,11,28428.0,-15.986666666666668,8201.0,5,246,TTB_staff_DTA_files
1964-01-11 06:00:00,11,28431.0,-15.986666666666668,8198.0,6,247,TTB_staff_DTA_files
1964-01-11 07:00:00,11,28436.0,-15.979999999999999,8198.0,7,248,TTB_staff_DTA_files
1964-01-11 08:00:00,11,28441.0,-15.96,8196.0,8,249,TTB_staff_DTA_files
1964-01-11 09:00:00,11,28448.0,-15.948333333333332,8198.0,9,250,TTB_staff_DTA_files
1964-01-11 10:00:00,11,28452.0,-15.946666666666665,8198.0,10,251,TTB_staff_DTA_files
1964-01-11 11:00:00,11,28447.0,-15.943333333333333,8193.0,11,252,TTB_staff_DTA_files
1964-01-11 12:00:00,11,28447.0,-15.978333333333333,8184.0,12,253,TTB_staff_DTA_files
1964-01-11 13:00:00,11,28446.0,-16.021666666666665,8186.0,13,254,TTB_staff_DTA_files
1964-01-11 14:00:00,11,28437.0,-16.023333333333333,8197.0,14,255,TTB_staff_DTA_files
1964-01-11 15:00:00,11,28429.0,-15.993333333333334,8200.0,15,256,TTB_staff_DTA_files
1964-01-11 16:00:00,11,28427.0,-15.978333333333333,8198.0,16,257,TTB_staff_DTA_files
1964-01-11 17:00:00,11,28421.0,-15.979999999999999,8200.0,17,258,TTB_staff_DTA_files
1964-01-11 18:00:00,11,28423.0,-15.978333333333333,8200.0,18,259,TTB_staff_DTA_files
1964-01-11 19:00:00,11,28423.0,-15.965,8200.0,19,260,TTB_staff_DTA_files
1964-01-11 20:00:00,11,28421.0,-15.966666666666667,8201.0,20,261,TTB_staff_DTA_files
1964-01-11 21:00:00,11,28420.0,-15.97,8203.0,21,262,TTB_staff_DTA_files
1964-01-11 22:00:00,11,28417.0,-15.973333333333333,8203.0,22,263,TTB_staff_DTA_files
1964-01-11 23:00:00,11,28418.0,-15.973333333333333,8201.0,23,264,TTB_staff_DTA_files
1964-01-12 00:00:00,12,28422.0,-15.978333333333333,8201.0,0,265,TTB_staff_DTA_files
1964-01-12 01:00:00,12,28422.0,-15.979999999999999,8201.0,1,266,TTB_staff_DTA_files
1964-01-12 02:00:00,12,28425.0,-15.979999999999999,8201.0,2,267,TTB_staff_DTA_files
1964-01-12 03:00:00,12,28425.0,-15.979999999999999,8202.0,3,268,TTB_staff_DTA_files
1964-01-12 04:00:00,12,28427.0,-15.981666666666666,8202.0,4,269,TTB_staff_DTA_files
1964-01-12 05:00:00,12,28429.0,-15.981666666666666,8201.0,5,270,TTB_staff_DTA_files
1964-01-12 06:00:00,12,28433.0,-15.985000000000001,8201.0,6,271,TTB_staff_DTA_files
1964-01-12 07:00:00,12,28439.0,-15.979999999999999,8202.0,7,272,TTB_staff_DTA_files
1964-01-12 08:00:00,12,28445.0,-15.943333333333333,8200.0,8,273,TTB_staff_DTA_files
1964-01-12 09:00:00,12,28444.0,-15.908333333333333,8196.0,9,274,TTB_staff_DTA_files
1964-01-12 10:00:00,12,28440.0,-15.893333333333334,8190.0,10,275,TTB_staff_DTA_files
1964-01-12 11:00:00,12,28437.0,-15.891666666666667,8179.0,11,276,TTB_staff_DTA_files
1964-01-12 12:00:00,12,28432.0,-15.95,8158.0,12,277,TTB_staff_DTA_files
