index,Dates,DOY,Interval,UTC-3,H,D,Z,Data_source,DatesUTC0,New_DOY
3,1964-01-01,1,3-4h,0,28438.0,-15.981666666666666,8205.0,TTB_staff_DTA_files,1964-01-01,1
4,1964-01-01,1,4-5h,1,28451.0,-15.978333333333332,8206.0,TTB_staff_DTA_files,1964-01-01,1
5,1964-01-01,1,5-6h,2,28454.0,-15.975,8205.0,TTB_staff_DTA_files,1964-01-01,1
6,1964-01-01,1,6-7h,3,28462.0,-15.985,8200.0,TTB_staff_DTA_files,1964-01-01,1
7,1964-01-01,1,7-8h,4,28475.0,-15.996666666666666,8200.0,TTB_staff_DTA_files,1964-01-01,1
8,1964-01-01,1,8-9h,5,28483.0,-15.981666666666666,8200.0,TTB_staff_DTA_files,1964-01-01,1
9,1964-01-01,1,9-10h,6,28491.0,-15.955,8194.0,TTB_staff_DTA_files,1964-01-01,1
10,1964-01-01,1,10-11h,7,28490.0,-15.926666666666668,8190.0,TTB_staff_DTA_files,1964-01-01,1
11,1964-01-01,1,11-12h,8,28489.0,-15.918333333333331,8186.0,TTB_staff_DTA_files,1964-01-01,1
12,1964-01-01,1,12-13h,9,28482.0,-15.948333333333332,8183.0,TTB_staff_DTA_files,1964-01-01,1
13,1964-01-01,1,13-14h,10,28473.0,-15.975,8190.0,TTB_staff_DTA_files,1964-01-01,1
14,1964-01-01,1,14-15h,11,28476.0,-15.98,8200.0,TTB_staff_DTA_files,1964-01-01,1
15,1964-01-01,1,15-16h,12,28469.0,-15.956666666666669,8208.0,TTB_staff_DTA_files,1964-01-01,1
16,1964-01-01,1,16-17h,13,28458.0,-15.946666666666664,8208.0,TTB_staff_DTA_files,1964-01-01,1
17,1964-01-01,1,17-18h,14,28453.0,-15.96,8208.0,TTB_staff_DTA_files,1964-01-01,1
18,1964-01-01,1,18-19h,15,28460.0,-15.956666666666669,8204.0,TTB_staff_DTA_files,1964-01-01,1
19,1964-01-01,1,19-20h,16,28454.0,-15.956666666666669,8204.0,TTB_staff_DTA_files,1964-01-01,1
20,1964-01-01,1,20-21h,17,28450.0,-15.958333333333334,8204.0,TTB_staff_DTA_files,1964-01-01,1
21,1964-01-01,1,21-22h,18,28449.0,-15.955,8202.0,TTB_staff_DTA_files,1964-01-01,1
22,1964-01-01,1,22-23h,19,28450.0,-15.96,8202.0,TTB_staff_DTA_files,1964-01-01,1
23,1964-01-01,1,23-24h,20,28454.0,-15.961666666666668,8201.0,TTB_staff_DTA_files,1964-01-01,1
24,1964-01-02,2,0-1h,21,28458.0,-15.973333333333333,8200.0,TTB_staff_DTA_files,1964-01-01,1
25,1964-01-02,2,1-2h,22,28443.0,-15.986666666666668,8205.0,TTB_staff_DTA_files,1964-01-01,1
26,1964-01-02,2,2-3h,23,28445.0,-16.02,8205.0,TTB_staff_DTA_files,1964-01-01,1
27,1964-01-02,2,3-4h,0,28418.0,-16.026666666666667,8215.0,TTB_staff_DTA_files,1964-01-02,2
28,1964-01-02,2,4-5h,1,28416.0,-16.015,8210.0,TTB_staff_DTA_files,1964-01-02,2
29,1964-01-02,2,5-6h,2,28419.0,-16.021666666666665,8211.0,TTB_staff_DTA_files,1964-01-02,2
30,1964-01-02,2,6-7h,3,28412.0,-16.041666666666668,8215.0,TTB_staff_DTA_files,1964-01-02,2
31,1964-01-02,2,7-8h,4,28409.0,-16.011666666666667,8226.0,TTB_staff_DTA_files,1964-01-02,2
32,1964-01-02,2,8-9h,5,28393.0,-15.978333333333332,8223.0,TTB_staff_DTA_files,1964-01-02,2
33,1964-01-02,2,9-10h,6,28388.0,-15.943333333333332,8221.0,TTB_staff_DTA_files,1964-01-02,2
34,1964-01-02,2,10-11h,7,28415.0,-15.916666666666666,8202.0,TTB_staff_DTA_files,1964-01-02,2
35,1964-01-02,2,11-12h,8,28422.0,-15.918333333333331,8190.0,TTB_staff_DTA_files,1964-01-02,2
36,1964-01-02,2,12-13h,9,28417.0,-15.96,8176.0,TTB_staff_DTA_files,1964-01-02,2
37,1964-01-02,2,13-14h,10,28401.0,-15.988333333333332,8183.0,TTB_staff_DTA_files,1964-01-02,2
38,1964-01-02,2,14-15h,11,28384.0,-15.985,8190.0,TTB_staff_DTA_files,1964-01-02,2
39,1964-01-02,2,15-16h,12,28378.0,-15.988333333333332,8196.0,TTB_staff_DTA_files,1964-01-02,2
40,1964-01-02,2,16-17h,13,28374.0,-15.978333333333332,8202.0,TTB_staff_DTA_files,1964-01-02,2
41,1964-01-02,2,17-18h,14,28377.0,-15.978333333333332,8203.0,TTB_staff_DTA_files,1964-01-02,2
42,1964-01-02,2,18-19h,15,28380.0,-15.993333333333334,8204.0,TTB_staff_DTA_files,1964-01-02,2
43,1964-01-02,2,19-20h,16,28391.0,-15.98,8202.0,TTB_staff_DTA_files,1964-01-02,2
44,1964-01-02,2,20-21h,17,28394.0,-15.978333333333332,8200.0,TTB_staff_DTA_files,1964-01-02,2
45,1964-01-02,2,21-22h,18,28396.0,-15.971666666666666,8201.0,TTB_staff_DTA_files,1964-01-02,2
46,1964-01-02,2,22-23h,19,28396.0,-15.973333333333333,8204.0,TTB_staff_DTA_files,1964-01-02,2
47,1964-01-02,2,23-24h,20,28414.0,-15.983333333333333,8199.0,TTB_staff_DTA_files,1964-01-02,2
48,1964-01-03,3,0-1h,21,28407.0,-15.986666666666668,8203.0,TTB_staff_DTA_files,1964-01-02,2
49,1964-01-03,3,1-2h,22,28404.0,-15.995,8204.0,TTB_staff_DTA_files,1964-01-02,2
50,1964-01-03,3,2-3h,23,28408.0,-15.995,8203.0,TTB_staff_DTA_files,1964-01-02,2
51,1964-01-03,3,3-4h,0,28409.0,-15.995,8203.0,TTB_staff_DTA_files,1964-01-03,3
52,1964-01-03,3,4-5h,1,28409.0,-15.998333333333331,8204.0,TTB_staff_DTA_files,1964-01-03,3
53,1964-01-03,3,5-6h,2,28411.0,-15.995,8206.0,TTB_staff_DTA_files,1964-01-03,3
54,1964-01-03,3,6-7h,3,28412.0,-15.995,8203.0,TTB_staff_DTA_files,1964-01-03,3
55,1964-01-03,3,7-8h,4,28416.0,-16.006666666666668,8202.0,TTB_staff_DTA_files,1964-01-03,3
56,1964-01-03,3,8-9h,5,28418.0,-15.99,8203.0,TTB_staff_DTA_files,1964-01-03,3
57,1964-01-03,3,9-10h,6,28425.0,-15.965,8197.0,TTB_staff_DTA_files,1964-01-03,3
58,1964-01-03,3,10-11h,7,28434.0,-15.96,8190.0,TTB_staff_DTA_files,1964-01-03,3
59,1964-01-03,3,11-12h,8,28438.0,-15.968333333333334,8192.0,TTB_staff_DTA_files,1964-01-03,3
60,1964-01-03,3,12-13h,9,28443.0,-15.971666666666666,8192.0,TTB_staff_DTA_files,1964-01-03,3
61,1964-01-03,3,13-14h,10,28438.0,-15.986666666666668,8190.0,TTB_staff_DTA_files,1964-01-03,3
62,1964-01-03,3,14-15h,11,28420.0,-15.998333333333331,8192.0,TTB_staff_DTA_files,1964-01-03,3
63,1964-01-03,3,15-16h,12,28408.0,-15.996666666666666,8196.0,TTB_staff_DTA_files,1964-01-03,3
64,1964-01-03,3,16-17h,13,28403.0,-15.988333333333332,8198.0,TTB_staff_DTA_files,1964-01-03,3
65,1964-01-03,3,17-18h,14,28410.0,-15.983333333333333,8198.0,TTB_staff_DTA_files,1964-01-03,3
66,1964-01-03,3,18-19h,15,28415.0,-15.973333333333333,8200.0,TTB_staff_DTA_files,1964-01-03,3
67,1964-01-03,3,19-20h,16,28410.0,-15.973333333333333,8201.0,TTB_staff_DTA_files,1964-01-03,3
68,1964-01-03,3,20-21h,17,28413.0,-15.971666666666666,8200.0,TTB_staff_DTA_files,1964-01-03,3
69,1964-01-03,3,21-22h,18,28414.0,-15.971666666666666,8199.0,TTB_staff_DTA_files,1964-01-03,3
70,1964-01-03,3,22-23h,19,28413.0,-15.973333333333333,8200.0,TTB_staff_DTA_files,1964-01-03,3
71,1964-01-03,3,23-24h,20,28417.0,-15.978333333333332,8199.0,TTB_staff_DTA_files,1964-01-03,3
72,1964-01-04,4,0-1h,21,28417.0,-15.98,8203.0,TTB_staff_DTA_files,1964-01-03,3
73,1964-01-04,4,1-2h,22,28408.0,-15.988333333333332,8203.0,TTB_staff_DTA_files,1964-01-03,3
74,1964-01-04,4,2-3h,23,28417.0,-15.99,8203.0,TTB_staff_DTA_files,1964-01-03,3
75,1964-01-04,4,3-4h,0,28414.0,-15.998333333333331,8204.0,TTB_staff_DTA_files,1964-01-04,4
76,1964-01-04,4,4-5h,1,28415.0,-15.998333333333331,8205.0,TTB_staff_DTA_files,1964-01-04,4
77,1964-01-04,4,5-6h,2,28416.0,-15.996666666666666,8206.0,TTB_staff_DTA_files,1964-01-04,4
78,1964-01-04,4,6-7h,3,28420.0,-15.995,8203.0,TTB_staff_DTA_files,1964-01-04,4
79,1964-01-04,4,7-8h,4,28432.0,-15.995,8201.0,TTB_staff_DTA_files,1964-01-04,4
80,1964-01-04,4,8-9h,5,28441.0,-15.978333333333332,8199.0,TTB_staff_DTA_files,1964-01-04,4
81,1964-01-04,4,9-10h,6,28448.0,-15.96,8190.0,TTB_staff_DTA_files,1964-01-04,4
82,1964-01-04,4,10-11h,7,28456.0,-15.951666666666666,8189.0,TTB_staff_DTA_files,1964-01-04,4
83,1964-01-04,4,11-12h,8,28466.0,-15.946666666666664,8189.0,TTB_staff_DTA_files,1964-01-04,4
84,1964-01-04,4,12-13h,9,28458.0,-15.978333333333332,8188.0,TTB_staff_DTA_files,1964-01-04,4
85,1964-01-04,4,13-14h,10,28454.0,-15.998333333333331,8200.0,TTB_staff_DTA_files,1964-01-04,4
86,1964-01-04,4,14-15h,11,28437.0,-15.985,8199.0,TTB_staff_DTA_files,1964-01-04,4
87,1964-01-04,4,15-16h,12,28415.0,-15.988333333333332,8201.0,TTB_staff_DTA_files,1964-01-04,4
88,1964-01-04,4,16-17h,13,28414.0,-15.983333333333333,8203.0,TTB_staff_DTA_files,1964-01-04,4
89,1964-01-04,4,17-18h,14,28407.0,-15.98,8204.0,TTB_staff_DTA_files,1964-01-04,4
90,1964-01-04,4,18-19h,15,28408.0,-15.978333333333332,8203.0,TTB_staff_DTA_files,1964-01-04,4
91,1964-01-04,4,19-20h,16,28418.0,-15.971666666666666,8200.0,TTB_staff_DTA_files,1964-01-04,4
92,1964-01-04,4,20-21h,17,28417.0,-15.97,8202.0,TTB_staff_DTA_files,1964-01-04,4
93,1964-01-04,4,21-22h,18,28414.0,-15.971666666666666,8201.0,TTB_staff_DTA_files,1964-01-04,4
94,1964-01-04,4,22-23h,19,28417.0,-15.97,8201.0,TTB_staff_DTA_files,1964-01-04,4
95,1964-01-04,4,23-24h,20,28417.0,-15.97,8202.0,TTB_staff_DTA_files,1964-01-04,4
96,1964-01-05,5,0-1h,21,28415.0,-15.978333333333332,8202.0,TTB_staff_DTA_files,1964-01-04,4
97,1964-01-05,5,1-2h,22,28419.0,-15.978333333333332,8203.0,TTB_staff_DTA_files,1964-01-04,4
98,1964-01-05,5,2-3h,23,28420.0,-15.98,8203.0,TTB_staff_DTA_files,1964-01-04,4
99,1964-01-05,5,3-4h,0,28420.0,-15.985,8204.0,TTB_staff_DTA_files,1964-01-05,5
100,1964-01-05,5,4-5h,1,28426.0,-15.993333333333334,8205.0,TTB_staff_DTA_files,1964-01-05,5
101,1964-01-05,5,5-6h,2,28427.0,-15.995,8207.0,TTB_staff_DTA_files,1964-01-05,5
102,1964-01-05,5,6-7h,3,28427.0,-15.991666666666667,8207.0,TTB_staff_DTA_files,1964-01-05,5
103,1964-01-05,5,7-8h,4,28430.0,-15.981666666666666,8206.0,TTB_staff_DTA_files,1964-01-05,5
104,1964-01-05,5,8-9h,5,28436.0,-15.963333333333331,8202.0,TTB_staff_DTA_files,1964-01-05,5
105,1964-01-05,5,9-10h,6,28448.0,-15.943333333333332,8192.0,TTB_staff_DTA_files,1964-01-05,5
106,1964-01-05,5,10-11h,7,28453.0,-15.936666666666667,8188.0,TTB_staff_DTA_files,1964-01-05,5
107,1964-01-05,5,11-12h,8,28448.0,-15.918333333333331,8186.0,TTB_staff_DTA_files,1964-01-05,5
108,1964-01-05,5,12-13h,9,28444.0,-15.918333333333331,8177.0,TTB_staff_DTA_files,1964-01-05,5
109,1964-01-05,5,13-14h,10,28441.0,-15.96,8179.0,TTB_staff_DTA_files,1964-01-05,5
110,1964-01-05,5,14-15h,11,28438.0,-15.995,8188.0,TTB_staff_DTA_files,1964-01-05,5
111,1964-01-05,5,15-16h,12,28432.0,-15.998333333333331,8197.0,TTB_staff_DTA_files,1964-01-05,5
112,1964-01-05,5,16-17h,13,28432.0,-15.991666666666667,8203.0,TTB_staff_DTA_files,1964-01-05,5
113,1964-01-05,5,17-18h,14,28427.0,-15.978333333333332,8202.0,TTB_staff_DTA_files,1964-01-05,5
114,1964-01-05,5,18-19h,15,28420.0,-15.971666666666666,8202.0,TTB_staff_DTA_files,1964-01-05,5
115,1964-01-05,5,19-20h,16,28416.0,-15.971666666666666,8202.0,TTB_staff_DTA_files,1964-01-05,5
116,1964-01-05,5,20-21h,17,28416.0,-15.971666666666666,8199.0,TTB_staff_DTA_files,1964-01-05,5
117,1964-01-05,5,21-22h,18,28415.0,-15.965,8200.0,TTB_staff_DTA_files,1964-01-05,5
118,1964-01-05,5,22-23h,19,28416.0,-15.971666666666666,8200.0,TTB_staff_DTA_files,1964-01-05,5
119,1964-01-05,5,23-24h,20,28417.0,-15.973333333333333,8200.0,TTB_staff_DTA_files,1964-01-05,5
120,1964-01-06,6,0-1h,21,28423.0,-15.978333333333332,8200.0,TTB_staff_DTA_files,1964-01-05,5
121,1964-01-06,6,1-2h,22,28422.0,-15.981666666666666,8203.0,TTB_staff_DTA_files,1964-01-05,5
122,1964-01-06,6,2-3h,23,28423.0,-15.983333333333333,8203.0,TTB_staff_DTA_files,1964-01-05,5
123,1964-01-06,6,3-4h,0,28425.0,-15.986666666666668,8203.0,TTB_staff_DTA_files,1964-01-06,6
124,1964-01-06,6,4-5h,1,28423.0,-15.99,8205.0,TTB_staff_DTA_files,1964-01-06,6
125,1964-01-06,6,5-6h,2,28425.0,-15.99,8207.0,TTB_staff_DTA_files,1964-01-06,6
126,1964-01-06,6,6-7h,3,28425.0,-15.986666666666668,8206.0,TTB_staff_DTA_files,1964-01-06,6
127,1964-01-06,6,7-8h,4,28431.0,-15.981666666666666,8204.0,TTB_staff_DTA_files,1964-01-06,6
128,1964-01-06,6,8-9h,5,28434.0,-15.96,8206.0,TTB_staff_DTA_files,1964-01-06,6
129,1964-01-06,6,9-10h,6,28438.0,-15.928333333333336,8203.0,TTB_staff_DTA_files,1964-01-06,6
130,1964-01-06,6,10-11h,7,28441.0,-15.926666666666668,8198.0,TTB_staff_DTA_files,1964-01-06,6
131,1964-01-06,6,11-12h,8,28445.0,-15.938333333333333,8192.0,TTB_staff_DTA_files,1964-01-06,6
132,1964-01-06,6,12-13h,9,28442.0,-15.946666666666664,8195.0,TTB_staff_DTA_files,1964-01-06,6
133,1964-01-06,6,13-14h,10,28436.0,-15.946666666666664,8196.0,TTB_staff_DTA_files,1964-01-06,6
134,1964-01-06,6,14-15h,11,28429.0,-15.978333333333332,8194.0,TTB_staff_DTA_files,1964-01-06,6
135,1964-01-06,6,15-16h,12,28426.0,-15.993333333333334,8196.0,TTB_staff_DTA_files,1964-01-06,6
136,1964-01-06,6,16-17h,13,28428.0,-15.991666666666667,8196.0,TTB_staff_DTA_files,1964-01-06,6
137,1964-01-06,6,17-18h,14,28426.0,-15.978333333333332,8199.0,TTB_staff_DTA_files,1964-01-06,6
138,1964-01-06,6,18-19h,15,28425.0,-15.978333333333332,8200.0,TTB_staff_DTA_files,1964-01-06,6
139,1964-01-06,6,19-20h,16,28428.0,-15.973333333333333,8200.0,TTB_staff_DTA_files,1964-01-06,6
140,1964-01-06,6,20-21h,17,28428.0,-15.971666666666666,8200.0,TTB_staff_DTA_files,1964-01-06,6
141,1964-01-06,6,21-22h,18,28425.0,-15.963333333333331,8200.0,TTB_staff_DTA_files,1964-01-06,6
142,1964-01-06,6,22-23h,19,28424.0,-15.971666666666666,8200.0,TTB_staff_DTA_files,1964-01-06,6
143,1964-01-06,6,23-24h,20,28424.0,-15.973333333333333,8200.0,TTB_staff_DTA_files,1964-01-06,6
144,1964-01-07,7,0-1h,21,28423.0,-15.973333333333333,8200.0,TTB_staff_DTA_files,1964-01-06,6
145,1964-01-07,7,1-2h,22,28425.0,-15.981666666666666,8202.0,TTB_staff_DTA_files,1964-01-06,6
146,1964-01-07,7,2-3h,23,28425.0,-15.981666666666666,8202.0,TTB_staff_DTA_files,1964-01-06,6
147,1964-01-07,7,3-4h,0,28428.0,-15.986666666666668,8202.0,TTB_staff_DTA_files,1964-01-07,7
148,1964-01-07,7,4-5h,1,28432.0,-15.986666666666668,8202.0,TTB_staff_DTA_files,1964-01-07,7
149,1964-01-07,7,5-6h,2,28432.0,-15.985,8205.0,TTB_staff_DTA_files,1964-01-07,7
150,1964-01-07,7,6-7h,3,28431.0,-15.988333333333332,8203.0,TTB_staff_DTA_files,1964-01-07,7
151,1964-01-07,7,7-8h,4,28434.0,-15.986666666666668,8203.0,TTB_staff_DTA_files,1964-01-07,7
152,1964-01-07,7,8-9h,5,28438.0,-15.973333333333333,8204.0,TTB_staff_DTA_files,1964-01-07,7
153,1964-01-07,7,9-10h,6,28449.0,-15.943333333333332,8202.0,TTB_staff_DTA_files,1964-01-07,7
154,1964-01-07,7,10-11h,7,28450.0,-15.935,8204.0,TTB_staff_DTA_files,1964-01-07,7
155,1964-01-07,7,11-12h,8,28464.0,-15.945,8206.0,TTB_staff_DTA_files,1964-01-07,7
156,1964-01-07,7,12-13h,9,28466.0,-15.96,8206.0,TTB_staff_DTA_files,1964-01-07,7
157,1964-01-07,7,13-14h,10,28468.0,-15.99,8195.0,TTB_staff_DTA_files,1964-01-07,7
158,1964-01-07,7,14-15h,11,28462.0,-16.023333333333333,8195.0,TTB_staff_DTA_files,1964-01-07,7
159,1964-01-07,7,15-16h,12,28448.0,-16.02,8207.0,TTB_staff_DTA_files,1964-01-07,7
160,1964-01-07,7,16-17h,13,28436.0,-15.99,8207.0,TTB_staff_DTA_files,1964-01-07,7
161,1964-01-07,7,17-18h,14,28426.0,-15.978333333333332,8202.0,TTB_staff_DTA_files,1964-01-07,7
162,1964-01-07,7,18-19h,15,28423.0,-15.968333333333334,8201.0,TTB_staff_DTA_files,1964-01-07,7
163,1964-01-07,7,19-20h,16,28420.0,-15.966666666666669,8201.0,TTB_staff_DTA_files,1964-01-07,7
164,1964-01-07,7,20-21h,17,28418.0,-15.965,8200.0,TTB_staff_DTA_files,1964-01-07,7
165,1964-01-07,7,21-22h,18,28416.0,-15.966666666666669,8202.0,TTB_staff_DTA_files,1964-01-07,7
166,1964-01-07,7,22-23h,19,28418.0,-15.966666666666669,8199.0,TTB_staff_DTA_files,1964-01-07,7
167,1964-01-07,7,23-24h,20,28419.0,-15.97,8199.0,TTB_staff_DTA_files,1964-01-07,7
168,1964-01-08,8,0-1h,21,28419.0,-15.971666666666666,8202.0,TTB_staff_DTA_files,1964-01-07,7
169,1964-01-08,8,1-2h,22,28423.0,-15.978333333333332,8201.0,TTB_staff_DTA_files,1964-01-07,7
170,1964-01-08,8,2-3h,23,28429.0,-15.98,8201.0,TTB_staff_DTA_files,1964-01-07,7
171,1964-01-08,8,3-4h,0,28432.0,-15.981666666666666,8202.0,TTB_staff_DTA_files,1964-01-08,8
172,1964-01-08,8,4-5h,1,28431.0,-15.981666666666666,8202.0,TTB_staff_DTA_files,1964-01-08,8
173,1964-01-08,8,5-6h,2,28436.0,-15.98,8202.0,TTB_staff_DTA_files,1964-01-08,8
174,1964-01-08,8,6-7h,3,28437.0,-15.981666666666666,8202.0,TTB_staff_DTA_files,1964-01-08,8
175,1964-01-08,8,7-8h,4,28445.0,-15.978333333333332,8202.0,TTB_staff_DTA_files,1964-01-08,8
176,1964-01-08,8,8-9h,5,28444.0,-15.956666666666669,8203.0,TTB_staff_DTA_files,1964-01-08,8
177,1964-01-08,8,9-10h,6,28446.0,-15.921666666666663,8200.0,TTB_staff_DTA_files,1964-01-08,8
178,1964-01-08,8,10-11h,7,28441.0,-15.916666666666666,8198.0,TTB_staff_DTA_files,1964-01-08,8
179,1964-01-08,8,11-12h,8,28439.0,-15.926666666666668,8191.0,TTB_staff_DTA_files,1964-01-08,8
180,1964-01-08,8,12-13h,9,28430.0,-15.935,8182.0,TTB_staff_DTA_files,1964-01-08,8
181,1964-01-08,8,13-14h,10,28428.0,-15.985,8177.0,TTB_staff_DTA_files,1964-01-08,8
182,1964-01-08,8,14-15h,11,28431.0,-15.996666666666666,8184.0,TTB_staff_DTA_files,1964-01-08,8
183,1964-01-08,8,15-16h,12,28436.0,-15.995,8184.0,TTB_staff_DTA_files,1964-01-08,8
184,1964-01-08,8,16-17h,13,28438.0,-15.986666666666668,8188.0,TTB_staff_DTA_files,1964-01-08,8
185,1964-01-08,8,17-18h,14,28439.0,-15.978333333333332,8194.0,TTB_staff_DTA_files,1964-01-08,8
186,1964-01-08,8,18-19h,15,28436.0,-15.968333333333334,8198.0,TTB_staff_DTA_files,1964-01-08,8
187,1964-01-08,8,19-20h,16,28416.0,-15.97,8202.0,TTB_staff_DTA_files,1964-01-08,8
188,1964-01-08,8,20-21h,17,28411.0,-15.973333333333333,8202.0,TTB_staff_DTA_files,1964-01-08,8
189,1964-01-08,8,21-22h,18,28402.0,-15.973333333333333,8203.0,TTB_staff_DTA_files,1964-01-08,8
190,1964-01-08,8,22-23h,19,28414.0,-15.965,8199.0,TTB_staff_DTA_files,1964-01-08,8
191,1964-01-08,8,23-24h,20,28429.0,-15.965,8199.0,TTB_staff_DTA_files,1964-01-08,8
192,1964-01-09,9,0-1h,21,28423.0,-15.96,8199.0,TTB_staff_DTA_files,1964-01-08,8
193,1964-01-09,9,1-2h,22,28417.0,-15.973333333333333,8201.0,TTB_staff_DTA_files,1964-01-08,8
194,1964-01-09,9,2-3h,23,28428.0,-15.983333333333333,8199.0,TTB_staff_DTA_files,1964-01-08,8
195,1964-01-09,9,3-4h,0,28431.0,-15.986666666666668,8201.0,TTB_staff_DTA_files,1964-01-09,9
196,1964-01-09,9,4-5h,1,28431.0,-15.986666666666668,8202.0,TTB_staff_DTA_files,1964-01-09,9
197,1964-01-09,9,5-6h,2,28434.0,-15.985,8202.0,TTB_staff_DTA_files,1964-01-09,9
198,1964-01-09,9,6-7h,3,28436.0,-15.98,8202.0,TTB_staff_DTA_files,1964-01-09,9
199,1964-01-09,9,7-8h,4,28437.0,-15.975,8202.0,TTB_staff_DTA_files,1964-01-09,9
200,1964-01-09,9,8-9h,5,28441.0,-15.96,8198.0,TTB_staff_DTA_files,1964-01-09,9
201,1964-01-09,9,9-10h,6,28447.0,-15.94,8193.0,TTB_staff_DTA_files,1964-01-09,9
202,1964-01-09,9,10-11h,7,28450.0,-15.926666666666668,8185.0,TTB_staff_DTA_files,1964-01-09,9
203,1964-01-09,9,11-12h,8,28454.0,-15.931666666666668,8180.0,TTB_staff_DTA_files,1964-01-09,9
204,1964-01-09,9,12-13h,9,28449.0,-15.945,8185.0,TTB_staff_DTA_files,1964-01-09,9
205,1964-01-09,9,13-14h,10,28444.0,-15.963333333333331,8190.0,TTB_staff_DTA_files,1964-01-09,9
206,1964-01-09,9,14-15h,11,28444.0,-15.998333333333331,8183.0,TTB_staff_DTA_files,1964-01-09,9
207,1964-01-09,9,15-16h,12,28431.0,-16.016666666666666,8189.0,TTB_staff_DTA_files,1964-01-09,9
208,1964-01-09,9,16-17h,13,28425.0,-15.983333333333333,8199.0,TTB_staff_DTA_files,1964-01-09,9
209,1964-01-09,9,17-18h,14,28425.0,-15.963333333333331,8198.0,TTB_staff_DTA_files,1964-01-09,9
210,1964-01-09,9,18-19h,15,28401.0,-15.961666666666668,8202.0,TTB_staff_DTA_files,1964-01-09,9
211,1964-01-09,9,19-20h,16,28385.0,-15.951666666666666,8204.0,TTB_staff_DTA_files,1964-01-09,9
212,1964-01-09,9,20-21h,17,28405.0,-15.961666666666668,8200.0,TTB_staff_DTA_files,1964-01-09,9
213,1964-01-09,9,21-22h,18,28401.0,-15.968333333333334,8202.0,TTB_staff_DTA_files,1964-01-09,9
214,1964-01-09,9,22-23h,19,28422.0,-15.95,8196.0,TTB_staff_DTA_files,1964-01-09,9
215,1964-01-09,9,23-24h,20,28419.0,-15.966666666666669,8199.0,TTB_staff_DTA_files,1964-01-09,9
216,1964-01-10,10,0-1h,21,28424.0,-15.978333333333332,8199.0,TTB_staff_DTA_files,1964-01-09,9
217,1964-01-10,10,1-2h,22,28421.0,-15.983333333333333,8202.0,TTB_staff_DTA_files,1964-01-09,9
218,1964-01-10,10,2-3h,23,28428.0,-16.00166666666667,8201.0,TTB_staff_DTA_files,1964-01-09,9
219,1964-01-10,10,3-4h,0,28435.0,-15.995,8203.0,TTB_staff_DTA_files,1964-01-10,10
220,1964-01-10,10,4-5h,1,28428.0,-15.991666666666667,8204.0,TTB_staff_DTA_files,1964-01-10,10
221,1964-01-10,10,5-6h,2,28423.0,-15.99,8203.0,TTB_staff_DTA_files,1964-01-10,10
222,1964-01-10,10,6-7h,3,28430.0,-15.991666666666667,8201.0,TTB_staff_DTA_files,1964-01-10,10
223,1964-01-10,10,7-8h,4,28436.0,-15.978333333333332,8204.0,TTB_staff_DTA_files,1964-01-10,10
224,1964-01-10,10,8-9h,5,28437.0,-15.956666666666669,8207.0,TTB_staff_DTA_files,1964-01-10,10
225,1964-01-10,10,9-10h,6,28438.0,-15.933333333333334,8209.0,TTB_staff_DTA_files,1964-01-10,10
226,1964-01-10,10,10-11h,7,28437.0,-15.921666666666663,8209.0,TTB_staff_DTA_files,1964-01-10,10
227,1964-01-10,10,11-12h,8,28437.0,-15.916666666666666,8210.0,TTB_staff_DTA_files,1964-01-10,10
228,1964-01-10,10,12-13h,9,28430.0,-15.93,8203.0,TTB_staff_DTA_files,1964-01-10,10
229,1964-01-10,10,13-14h,10,28425.0,-15.98,8195.0,TTB_staff_DTA_files,1964-01-10,10
230,1964-01-10,10,14-15h,11,28427.0,-16.011666666666667,8195.0,TTB_staff_DTA_files,1964-01-10,10
231,1964-01-10,10,15-16h,12,28425.0,-15.995,8198.0,TTB_staff_DTA_files,1964-01-10,10
232,1964-01-10,10,16-17h,13,28424.0,-15.981666666666666,8196.0,TTB_staff_DTA_files,1964-01-10,10
233,1964-01-10,10,17-18h,14,28419.0,-15.985,8195.0,TTB_staff_DTA_files,1964-01-10,10
234,1964-01-10,10,18-19h,15,28412.0,-15.98,8200.0,TTB_staff_DTA_files,1964-01-10,10
235,1964-01-10,10,19-20h,16,28415.0,-15.978333333333332,8200.0,TTB_staff_DTA_files,1964-01-10,10
236,1964-01-10,10,20-21h,17,28421.0,-15.965,8199.0,TTB_staff_DTA_files,1964-01-10,10
237,1964-01-10,10,21-22h,18,28417.0,-15.968333333333334,8202.0,TTB_staff_DTA_files,1964-01-10,10
238,1964-01-10,10,22-23h,19,28421.0,-15.966666666666669,8201.0,TTB_staff_DTA_files,1964-01-10,10
239,1964-01-10,10,23-24h,20,28414.0,-15.97,8202.0,TTB_staff_DTA_files,1964-01-10,10
240,1964-01-11,11,0-1h,21,28414.0,-15.973333333333333,8201.0,TTB_staff_DTA_files,1964-01-10,10
241,1964-01-11,11,1-2h,22,28415.0,-15.985,8201.0,TTB_staff_DTA_files,1964-01-10,10
242,1964-01-11,11,2-3h,23,28420.0,-15.981666666666666,8201.0,TTB_staff_DTA_files,1964-01-10,10
243,1964-01-11,11,3-4h,0,28420.0,-15.986666666666668,8201.0,TTB_staff_DTA_files,1964-01-11,11
