Dates,DOY,Interval,UTC-3,H,D,Z,Data_source
1964-05-31,152,12-13h,9,28467.0,-16.018333333333334,8157.0,TTB_staff_DTA_files
1964-05-31,152,13-14h,10,28460.0,-16.033333333333335,8154.0,TTB_staff_DTA_files
1964-05-31,152,14-15h,11,28450.0,-16.038333333333334,8154.0,TTB_staff_DTA_files
1964-05-31,152,15-16h,12,28436.0,-16.031666666666666,8154.0,TTB_staff_DTA_files
1964-05-31,152,16-17h,13,28426.0,-16.038333333333334,8151.0,TTB_staff_DTA_files
1964-05-31,152,17-18h,14,28424.0,-16.035,8151.0,TTB_staff_DTA_files
1964-05-31,152,18-19h,15,28426.0,-16.029999999999998,8150.0,TTB_staff_DTA_files
1964-05-31,152,19-20h,16,28430.0,-16.026666666666667,8148.0,TTB_staff_DTA_files
1964-05-31,152,20-21h,17,28431.0,-16.026666666666667,8148.0,TTB_staff_DTA_files
1964-05-31,152,21-22h,18,28432.0,-16.025,8148.0,TTB_staff_DTA_files
1964-05-31,152,22-23h,19,28432.0,-16.023333333333333,8149.0,TTB_staff_DTA_files
1964-05-31,152,23-24h,20,28432.0,-16.021666666666665,8149.0,TTB_staff_DTA_files
1964-06-01,153,0-1h,21,28427.0,-16.005,8156.0,TTB_staff_DTA_files
1964-06-01,153,1-2h,22,28426.0,-16.016666666666666,8156.0,TTB_staff_DTA_files
1964-06-01,153,2-3h,23,28427.0,-16.016666666666666,8154.0,TTB_staff_DTA_files
1964-06-01,153,3-4h,0,28426.0,-16.01,8154.0,TTB_staff_DTA_files
1964-06-01,153,4-5h,1,28425.0,-16.006666666666668,8154.0,TTB_staff_DTA_files
1964-06-01,153,5-6h,2,28427.0,-16.00166666666667,8154.0,TTB_staff_DTA_files
1964-06-01,153,6-7h,3,28430.0,-15.99,8154.0,TTB_staff_DTA_files
1964-06-01,153,7-8h,4,28437.0,-15.976666666666667,8152.0,TTB_staff_DTA_files
1964-06-01,153,8-9h,5,28445.0,-15.976666666666667,8149.0,TTB_staff_DTA_files
1964-06-01,153,9-10h,6,28466.0,-15.979999999999999,8145.0,TTB_staff_DTA_files
1964-06-01,153,10-11h,7,28473.0,-16.00166666666667,8145.0,TTB_staff_DTA_files
1964-06-01,153,11-12h,8,28480.0,-16.02,8139.0,TTB_staff_DTA_files
1964-06-01,153,12-13h,9,28482.0,-16.035,8136.0,TTB_staff_DTA_files
1964-06-01,153,13-14h,10,28476.0,-16.043333333333333,8141.0,TTB_staff_DTA_files
1964-06-01,153,14-15h,11,28458.0,-16.033333333333335,8149.0,TTB_staff_DTA_files
1964-06-01,153,15-16h,12,28442.0,-16.033333333333335,8155.0,TTB_staff_DTA_files
1964-06-01,153,16-17h,13,28432.0,-16.03666666666667,8155.0,TTB_staff_DTA_files
1964-06-01,153,17-18h,14,28429.0,-16.035,8155.0,TTB_staff_DTA_files
1964-06-01,153,18-19h,15,28426.0,-16.033333333333335,8156.0,TTB_staff_DTA_files
1964-06-01,153,19-20h,16,28421.0,-16.028333333333332,8156.0,TTB_staff_DTA_files
1964-06-01,153,20-21h,17,28422.0,-16.026666666666667,8156.0,TTB_staff_DTA_files
1964-06-01,153,21-22h,18,28422.0,-16.025,8156.0,TTB_staff_DTA_files
1964-06-01,153,22-23h,19,28421.0,-16.025,8156.0,TTB_staff_DTA_files
1964-06-01,153,23-24h,20,28420.0,-16.025,8156.0,TTB_staff_DTA_files
1964-06-02,154,0-1h,21,28420.0,-16.008333333333333,8156.0,TTB_staff_DTA_files
1964-06-02,154,1-2h,22,28421.0,-16.021666666666665,8156.0,TTB_staff_DTA_files
1964-06-02,154,2-3h,23,28421.0,-16.018333333333334,8156.0,TTB_staff_DTA_files
1964-06-02,154,3-4h,0,28422.0,-16.018333333333334,8156.0,TTB_staff_DTA_files
1964-06-02,154,4-5h,1,28425.0,-16.011666666666667,8156.0,TTB_staff_DTA_files
1964-06-02,154,5-6h,2,28427.0,-16.005,8156.0,TTB_staff_DTA_files
1964-06-02,154,6-7h,3,28429.0,-15.99,8158.0,TTB_staff_DTA_files
1964-06-02,154,7-8h,4,28435.0,-15.97,8158.0,TTB_staff_DTA_files
1964-06-02,154,8-9h,5,28445.0,-15.965,8152.0,TTB_staff_DTA_files
1964-06-02,154,9-10h,6,28463.0,-15.961666666666668,8149.0,TTB_staff_DTA_files
1964-06-02,154,10-11h,7,28467.0,-15.978333333333333,8155.0,TTB_staff_DTA_files
1964-06-02,154,11-12h,8,28465.0,-16.003333333333334,8155.0,TTB_staff_DTA_files
1964-06-02,154,12-13h,9,28461.0,-16.011666666666667,8151.0,TTB_staff_DTA_files
1964-06-02,154,13-14h,10,28451.0,-16.031666666666666,8149.0,TTB_staff_DTA_files
1964-06-02,154,14-15h,11,28440.0,-16.041666666666668,8157.0,TTB_staff_DTA_files
1964-06-02,154,15-16h,12,28432.0,-16.043333333333333,8158.0,TTB_staff_DTA_files
1964-06-02,154,16-17h,13,28426.0,-16.048333333333332,8158.0,TTB_staff_DTA_files
1964-06-02,154,17-18h,14,28429.0,-16.043333333333333,8158.0,TTB_staff_DTA_files
1964-06-02,154,18-19h,15,28431.0,-16.035,8156.0,TTB_staff_DTA_files
1964-06-02,154,19-20h,16,28433.0,-16.033333333333335,8153.0,TTB_staff_DTA_files
1964-06-02,154,20-21h,17,28433.0,-16.031666666666666,8153.0,TTB_staff_DTA_files
1964-06-02,154,21-22h,18,28432.0,-16.026666666666667,8153.0,TTB_staff_DTA_files
1964-06-02,154,22-23h,19,28429.0,-16.023333333333333,8153.0,TTB_staff_DTA_files
1964-06-02,154,23-24h,20,28425.0,-16.023333333333333,8154.0,TTB_staff_DTA_files
1964-06-03,155,0-1h,21,28425.0,-16.006666666666668,8152.0,TTB_staff_DTA_files
1964-06-03,155,1-2h,22,28427.0,-16.02,8151.0,TTB_staff_DTA_files
1964-06-03,155,2-3h,23,28426.0,-16.013333333333332,8152.0,TTB_staff_DTA_files
1964-06-03,155,3-4h,0,28425.0,-16.011666666666667,8152.0,TTB_staff_DTA_files
1964-06-03,155,4-5h,1,28425.0,-16.011666666666667,8152.0,TTB_staff_DTA_files
1964-06-03,155,5-6h,2,28427.0,-16.006666666666668,8152.0,TTB_staff_DTA_files
1964-06-03,155,6-7h,3,28429.0,-15.995000000000001,8154.0,TTB_staff_DTA_files
1964-06-03,155,7-8h,4,28433.0,-15.978333333333333,8155.0,TTB_staff_DTA_files
1964-06-03,155,8-9h,5,28442.0,-15.978333333333333,8155.0,TTB_staff_DTA_files
1964-06-03,155,9-10h,6,28453.0,-15.981666666666666,8154.0,TTB_staff_DTA_files
1964-06-03,155,10-11h,7,28461.0,-15.993333333333334,8161.0,TTB_staff_DTA_files
1964-06-03,155,11-12h,8,28465.0,-15.995000000000001,8157.0,TTB_staff_DTA_files
1964-06-03,155,12-13h,9,28467.0,-16.003333333333334,8148.0,TTB_staff_DTA_files
1964-06-03,155,13-14h,10,28459.0,-16.023333333333333,8144.0,TTB_staff_DTA_files
1964-06-03,155,14-15h,11,28446.0,-16.025,8153.0,TTB_staff_DTA_files
1964-06-03,155,15-16h,12,28436.0,-16.031666666666666,8159.0,TTB_staff_DTA_files
1964-06-03,155,16-17h,13,28426.0,-16.026666666666667,8160.0,TTB_staff_DTA_files
1964-06-03,155,17-18h,14,28427.0,-16.026666666666667,8154.0,TTB_staff_DTA_files
1964-06-03,155,18-19h,15,28428.0,-16.028333333333332,8154.0,TTB_staff_DTA_files
1964-06-03,155,19-20h,16,28429.0,-16.029999999999998,8154.0,TTB_staff_DTA_files
1964-06-03,155,20-21h,17,28427.0,-16.028333333333332,8154.0,TTB_staff_DTA_files
1964-06-03,155,21-22h,18,28425.0,-16.025,8152.0,TTB_staff_DTA_files
1964-06-03,155,22-23h,19,28425.0,-16.025,8152.0,TTB_staff_DTA_files
1964-06-03,155,23-24h,20,28426.0,-16.025,8151.0,TTB_staff_DTA_files
1964-06-04,156,0-1h,21,28426.0,-16.023333333333333,8151.0,TTB_staff_DTA_files
1964-06-04,156,1-2h,22,28424.0,-16.021666666666665,8152.0,TTB_staff_DTA_files
1964-06-04,156,2-3h,23,28420.0,-16.021666666666665,8152.0,TTB_staff_DTA_files
1964-06-04,156,3-4h,0,28418.0,-16.018333333333334,8152.0,TTB_staff_DTA_files
1964-06-04,156,4-5h,1,28416.0,-16.016666666666666,8153.0,TTB_staff_DTA_files
1964-06-04,156,5-6h,2,28420.0,-16.013333333333332,8152.0,TTB_staff_DTA_files
1964-06-04,156,6-7h,3,28422.0,-15.993333333333334,8152.0,TTB_staff_DTA_files
1964-06-04,156,7-8h,4,28426.0,-15.978333333333333,8144.0,TTB_staff_DTA_files
1964-06-04,156,8-9h,5,28438.0,-15.993333333333334,8136.0,TTB_staff_DTA_files
1964-06-04,156,9-10h,6,28450.0,-16.021666666666665,8136.0,TTB_staff_DTA_files
1964-06-04,156,10-11h,7,28462.0,-16.041666666666668,8140.0,TTB_staff_DTA_files
1964-06-04,156,11-12h,8,28469.0,-16.058333333333334,8144.0,TTB_staff_DTA_files
1964-06-04,156,12-13h,9,28462.0,-16.083333333333332,8149.0,TTB_staff_DTA_files
1964-06-04,156,13-14h,10,28454.0,-16.073333333333334,8146.0,TTB_staff_DTA_files
1964-06-04,156,14-15h,11,28443.0,-16.055,8146.0,TTB_staff_DTA_files
1964-06-04,156,15-16h,12,28430.0,-16.043333333333333,8145.0,TTB_staff_DTA_files
1964-06-04,156,16-17h,13,28419.0,-16.043333333333333,8147.0,TTB_staff_DTA_files
1964-06-04,156,17-18h,14,28419.0,-16.038333333333334,8147.0,TTB_staff_DTA_files
1964-06-04,156,18-19h,15,28420.0,-16.033333333333335,8148.0,TTB_staff_DTA_files
1964-06-04,156,19-20h,16,28420.0,-16.026666666666667,8150.0,TTB_staff_DTA_files
1964-06-04,156,20-21h,17,28421.0,-16.026666666666667,8150.0,TTB_staff_DTA_files
1964-06-04,156,21-22h,18,28420.0,-16.025,8150.0,TTB_staff_DTA_files
1964-06-04,156,22-23h,19,28420.0,-16.025,8149.0,TTB_staff_DTA_files
1964-06-04,156,23-24h,20,28420.0,-16.025,8149.0,TTB_staff_DTA_files
1964-06-05,157,0-1h,21,28424.0,-16.023333333333333,8147.0,TTB_staff_DTA_files
1964-06-05,157,1-2h,22,28424.0,-16.023333333333333,8148.0,TTB_staff_DTA_files
1964-06-05,157,2-3h,23,28424.0,-16.021666666666665,8148.0,TTB_staff_DTA_files
1964-06-05,157,3-4h,0,28424.0,-16.018333333333334,8150.0,TTB_staff_DTA_files
1964-06-05,157,4-5h,1,28424.0,-16.011666666666667,8150.0,TTB_staff_DTA_files
1964-06-05,157,5-6h,2,28424.0,-16.00166666666667,8151.0,TTB_staff_DTA_files
1964-06-05,157,6-7h,3,28424.0,-15.97,8152.0,TTB_staff_DTA_files
1964-06-05,157,7-8h,4,28430.0,-15.968333333333334,8151.0,TTB_staff_DTA_files
1964-06-05,157,8-9h,5,28437.0,-15.968333333333334,8145.0,TTB_staff_DTA_files
1964-06-05,157,9-10h,6,28446.0,-15.991666666666667,8139.0,TTB_staff_DTA_files
1964-06-05,157,10-11h,7,28454.0,-16.018333333333334,8138.0,TTB_staff_DTA_files
1964-06-05,157,11-12h,8,28458.0,-16.038333333333334,8141.0,TTB_staff_DTA_files
1964-06-05,157,12-13h,9,28459.0,-16.05,8139.0,TTB_staff_DTA_files
1964-06-05,157,13-14h,10,28456.0,-16.063333333333333,8145.0,TTB_staff_DTA_files
1964-06-05,157,14-15h,11,28441.0,-16.058333333333334,8149.0,TTB_staff_DTA_files
1964-06-05,157,15-16h,12,28429.0,-16.051666666666666,8151.0,TTB_staff_DTA_files
1964-06-05,157,16-17h,13,28424.0,-16.045,8155.0,TTB_staff_DTA_files
1964-06-05,157,17-18h,14,28425.0,-16.04,8153.0,TTB_staff_DTA_files
1964-06-05,157,18-19h,15,28426.0,-16.035,8151.0,TTB_staff_DTA_files
1964-06-05,157,19-20h,16,28426.0,-16.031666666666666,8151.0,TTB_staff_DTA_files
1964-06-05,157,20-21h,17,28426.0,-16.031666666666666,8150.0,TTB_staff_DTA_files
1964-06-05,157,21-22h,18,28427.0,-16.028333333333332,8151.0,TTB_staff_DTA_files
1964-06-05,157,22-23h,19,28428.0,-16.026666666666667,8150.0,TTB_staff_DTA_files
1964-06-05,157,23-24h,20,28428.0,-16.025,8150.0,TTB_staff_DTA_files
1964-06-06,158,0-1h,21,28428.0,-16.025,8150.0,TTB_staff_DTA_files
1964-06-06,158,1-2h,22,28429.0,-16.021666666666665,8151.0,TTB_staff_DTA_files
1964-06-06,158,2-3h,23,28430.0,-16.018333333333334,8151.0,TTB_staff_DTA_files
1964-06-06,158,3-4h,0,28430.0,-16.011666666666667,8152.0,TTB_staff_DTA_files
1964-06-06,158,4-5h,1,28430.0,-16.006666666666668,8153.0,TTB_staff_DTA_files
1964-06-06,158,5-6h,2,28426.0,-15.995000000000001,8154.0,TTB_staff_DTA_files
1964-06-06,158,6-7h,3,28428.0,-15.991666666666667,8154.0,TTB_staff_DTA_files
1964-06-06,158,7-8h,4,28431.0,-15.978333333333333,8154.0,TTB_staff_DTA_files
1964-06-06,158,8-9h,5,28436.0,-15.976666666666667,8150.0,TTB_staff_DTA_files
1964-06-06,158,9-10h,6,28441.0,-15.981666666666666,8141.0,TTB_staff_DTA_files
1964-06-06,158,10-11h,7,28445.0,-15.995000000000001,8131.0,TTB_staff_DTA_files
1964-06-06,158,11-12h,8,28445.0,-15.973333333333333,8128.0,TTB_staff_DTA_files
1964-06-06,158,12-13h,9,28449.0,-16.038333333333334,8126.0,TTB_staff_DTA_files
1964-06-06,158,13-14h,10,28453.0,-16.073333333333334,8127.0,TTB_staff_DTA_files
1964-06-06,158,14-15h,11,28445.0,-16.076666666666668,8133.0,TTB_staff_DTA_files
1964-06-06,158,15-16h,12,28433.0,-16.073333333333334,8147.0,TTB_staff_DTA_files
1964-06-06,158,16-17h,13,28424.0,-16.065,8153.0,TTB_staff_DTA_files
1964-06-06,158,17-18h,14,28423.0,-16.046666666666667,8153.0,TTB_staff_DTA_files
1964-06-06,158,18-19h,15,28424.0,-16.035,8151.0,TTB_staff_DTA_files
1964-06-06,158,19-20h,16,28422.0,-16.029999999999998,8151.0,TTB_staff_DTA_files
1964-06-06,158,20-21h,17,28422.0,-16.028333333333332,8150.0,TTB_staff_DTA_files
1964-06-06,158,21-22h,18,28423.0,-16.026666666666667,8150.0,TTB_staff_DTA_files
1964-06-06,158,22-23h,19,28423.0,-16.026666666666667,8149.0,TTB_staff_DTA_files
1964-06-06,158,23-24h,20,28423.0,-16.025,8149.0,TTB_staff_DTA_files
1964-06-07,159,0-1h,21,28423.0,-16.021666666666665,8147.0,TTB_staff_DTA_files
1964-06-07,159,1-2h,22,28422.0,-16.02,8147.0,TTB_staff_DTA_files
1964-06-07,159,2-3h,23,28422.0,-16.018333333333334,8147.0,TTB_staff_DTA_files
1964-06-07,159,3-4h,0,28423.0,-16.016666666666666,8147.0,TTB_staff_DTA_files
1964-06-07,159,4-5h,1,28423.0,-16.01,8148.0,TTB_staff_DTA_files
1964-06-07,159,5-6h,2,28422.0,-16.00166666666667,8148.0,TTB_staff_DTA_files
1964-06-07,159,6-7h,3,28425.0,-15.993333333333334,8148.0,TTB_staff_DTA_files
1964-06-07,159,7-8h,4,28429.0,-15.995000000000001,8147.0,TTB_staff_DTA_files
1964-06-07,159,8-9h,5,28436.0,-16.006666666666668,8143.0,TTB_staff_DTA_files
1964-06-07,159,9-10h,6,28445.0,-16.023333333333333,8138.0,TTB_staff_DTA_files
1964-06-07,159,10-11h,7,28457.0,-16.041666666666668,8128.0,TTB_staff_DTA_files
1964-06-07,159,11-12h,8,28462.0,-16.051666666666666,8127.0,TTB_staff_DTA_files
1964-06-07,159,12-13h,9,28463.0,-16.068333333333335,8120.0,TTB_staff_DTA_files
1964-06-07,159,13-14h,10,28468.0,-16.09,8120.0,TTB_staff_DTA_files
1964-06-07,159,14-15h,11,28460.0,-16.1,8136.0,TTB_staff_DTA_files
1964-06-07,159,15-16h,12,28446.0,-16.086666666666666,8149.0,TTB_staff_DTA_files
1964-06-07,159,16-17h,13,28449.0,-16.07,8153.0,TTB_staff_DTA_files
1964-06-07,159,17-18h,14,28443.0,-16.046666666666667,8151.0,TTB_staff_DTA_files
1964-06-07,159,18-19h,15,28438.0,-16.038333333333334,8147.0,TTB_staff_DTA_files
1964-06-07,159,19-20h,16,28431.0,-16.028333333333332,8148.0,TTB_staff_DTA_files
1964-06-07,159,20-21h,17,28434.0,-16.021666666666665,8147.0,TTB_staff_DTA_files
1964-06-07,159,21-22h,18,28429.0,-16.021666666666665,8148.0,TTB_staff_DTA_files
1964-06-07,159,22-23h,19,28419.0,-16.025,8149.0,TTB_staff_DTA_files
1964-06-07,159,23-24h,20,28422.0,-16.018333333333334,8147.0,TTB_staff_DTA_files
1964-06-08,160,0-1h,21,28424.0,-16.02,8147.0,TTB_staff_DTA_files
1964-06-08,160,1-2h,22,28426.0,-16.02,8147.0,TTB_staff_DTA_files
1964-06-08,160,2-3h,23,28426.0,-16.016666666666666,8147.0,TTB_staff_DTA_files
1964-06-08,160,3-4h,0,28420.0,-16.015,8148.0,TTB_staff_DTA_files
1964-06-08,160,4-5h,1,28416.0,-16.01,8149.0,TTB_staff_DTA_files
1964-06-08,160,5-6h,2,28418.0,-16.003333333333334,8149.0,TTB_staff_DTA_files
1964-06-08,160,6-7h,3,28418.0,-16.00166666666667,8151.0,TTB_staff_DTA_files
1964-06-08,160,7-8h,4,28414.0,-15.993333333333334,8156.0,TTB_staff_DTA_files
1964-06-08,160,8-9h,5,28421.0,-15.993333333333334,8153.0,TTB_staff_DTA_files
1964-06-08,160,9-10h,6,28429.0,-15.996666666666666,8143.0,TTB_staff_DTA_files
1964-06-08,160,10-11h,7,28443.0,-16.015,8136.0,TTB_staff_DTA_files
1964-06-08,160,11-12h,8,28462.0,-16.026666666666667,8130.0,TTB_staff_DTA_files
1964-06-08,160,12-13h,9,28467.0,-16.035,8127.0,TTB_staff_DTA_files
1964-06-08,160,13-14h,10,28466.0,-16.048333333333332,8128.0,TTB_staff_DTA_files
1964-06-08,160,14-15h,11,28459.0,-16.053333333333335,8138.0,TTB_staff_DTA_files
1964-06-08,160,15-16h,12,28446.0,-16.06,8147.0,TTB_staff_DTA_files
1964-06-08,160,16-17h,13,28431.0,-16.06,8149.0,TTB_staff_DTA_files
1964-06-08,160,17-18h,14,28421.0,-16.045,8150.0,TTB_staff_DTA_files
1964-06-08,160,18-19h,15,28423.0,-16.04,8147.0,TTB_staff_DTA_files
1964-06-08,160,19-20h,16,28424.0,-16.03666666666667,8147.0,TTB_staff_DTA_files
1964-06-08,160,20-21h,17,28425.0,-16.035,8146.0,TTB_staff_DTA_files
1964-06-08,160,21-22h,18,28422.0,-16.028333333333332,8148.0,TTB_staff_DTA_files
1964-06-08,160,22-23h,19,28419.0,-16.026666666666667,8148.0,TTB_staff_DTA_files
1964-06-08,160,23-24h,20,28418.0,-16.025,8147.0,TTB_staff_DTA_files
1964-06-09,161,0-1h,21,28416.0,-16.025,8146.0,TTB_staff_DTA_files
1964-06-09,161,1-2h,22,28417.0,-16.021666666666665,8145.0,TTB_staff_DTA_files
1964-06-09,161,2-3h,23,28416.0,-16.02,8145.0,TTB_staff_DTA_files
1964-06-09,161,3-4h,0,28419.0,-16.013333333333332,8144.0,TTB_staff_DTA_files
1964-06-09,161,4-5h,1,28417.0,-16.011666666666667,8145.0,TTB_staff_DTA_files
1964-06-09,161,5-6h,2,28418.0,-16.008333333333333,8145.0,TTB_staff_DTA_files
1964-06-09,161,6-7h,3,28420.0,-16.006666666666668,8146.0,TTB_staff_DTA_files
1964-06-09,161,7-8h,4,28428.0,-16.008333333333333,8146.0,TTB_staff_DTA_files
1964-06-09,161,8-9h,5,28439.0,-16.016666666666666,8140.0,TTB_staff_DTA_files
1964-06-09,161,9-10h,6,28450.0,-16.023333333333333,8137.0,TTB_staff_DTA_files
1964-06-09,161,10-11h,7,28449.0,-16.026666666666667,8135.0,TTB_staff_DTA_files
1964-06-09,161,11-12h,8,28454.0,-16.023333333333333,8130.0,TTB_staff_DTA_files
1964-06-09,161,12-13h,9,28452.0,-16.026666666666667,8130.0,TTB_staff_DTA_files
1964-06-09,161,13-14h,10,28454.0,-16.035,8129.0,TTB_staff_DTA_files
1964-06-09,161,14-15h,11,28452.0,-16.041666666666668,8132.0,TTB_staff_DTA_files
1964-06-09,161,15-16h,12,28443.0,-16.043333333333333,8138.0,TTB_staff_DTA_files
1964-06-09,161,16-17h,13,28437.0,-16.041666666666668,8140.0,TTB_staff_DTA_files
1964-06-09,161,17-18h,14,28434.0,-16.033333333333335,8144.0,TTB_staff_DTA_files
1964-06-09,161,18-19h,15,28439.0,-16.028333333333332,8142.0,TTB_staff_DTA_files
1964-06-09,161,19-20h,16,28445.0,-16.028333333333332,8142.0,TTB_staff_DTA_files
1964-06-09,161,20-21h,17,28442.0,-16.028333333333332,8145.0,TTB_staff_DTA_files
1964-06-09,161,21-22h,18,28445.0,-16.026666666666667,8144.0,TTB_staff_DTA_files
1964-06-09,161,22-23h,19,28442.0,-16.031666666666666,8147.0,TTB_staff_DTA_files
1964-06-09,161,23-24h,20,28430.0,-16.025,8140.0,TTB_staff_DTA_files
1964-06-10,162,0-1h,21,28412.0,-16.011666666666667,8153.0,TTB_staff_DTA_files
1964-06-10,162,1-2h,22,28402.0,-16.051666666666666,8157.0,TTB_staff_DTA_files
1964-06-10,162,2-3h,23,28343.0,-16.058333333333334,8171.0,TTB_staff_DTA_files
1964-06-10,162,3-4h,0,28359.0,-16.086666666666666,8160.0,TTB_staff_DTA_files
1964-06-10,162,4-5h,1,28365.0,-16.073333333333334,8157.0,TTB_staff_DTA_files
1964-06-10,162,5-6h,2,28362.0,-16.053333333333335,8154.0,TTB_staff_DTA_files
1964-06-10,162,6-7h,3,28382.0,-16.048333333333332,8154.0,TTB_staff_DTA_files
1964-06-10,162,7-8h,4,28394.0,-16.029999999999998,8157.0,TTB_staff_DTA_files
1964-06-10,162,8-9h,5,28410.0,-16.003333333333334,8146.0,TTB_staff_DTA_files
1964-06-10,162,9-10h,6,28414.0,-16.003333333333334,8145.0,TTB_staff_DTA_files
1964-06-10,162,10-11h,7,28421.0,-16.005,8140.0,TTB_staff_DTA_files
1964-06-10,162,11-12h,8,28411.0,-16.01,8147.0,TTB_staff_DTA_files
1964-06-10,162,12-13h,9,28405.0,-16.01,8146.0,TTB_staff_DTA_files
1964-06-10,162,13-14h,10,28404.0,-16.023333333333333,8141.0,TTB_staff_DTA_files
1964-06-10,162,14-15h,11,28399.0,-16.04,8140.0,TTB_staff_DTA_files
1964-06-10,162,15-16h,12,28393.0,-16.053333333333335,8142.0,TTB_staff_DTA_files
1964-06-10,162,16-17h,13,28386.0,-16.058333333333334,8144.0,TTB_staff_DTA_files
1964-06-10,162,17-18h,14,28388.0,-16.058333333333334,8147.0,TTB_staff_DTA_files
1964-06-10,162,18-19h,15,28379.0,-16.055,8148.0,TTB_staff_DTA_files
1964-06-10,162,19-20h,16,28379.0,-16.046666666666667,8147.0,TTB_staff_DTA_files
1964-06-10,162,20-21h,17,28389.0,-16.043333333333333,8146.0,TTB_staff_DTA_files
1964-06-10,162,21-22h,18,28378.0,-16.046666666666667,8150.0,TTB_staff_DTA_files
1964-06-10,162,22-23h,19,28376.0,-16.041666666666668,8150.0,TTB_staff_DTA_files
1964-06-10,162,23-24h,20,28379.0,-16.046666666666667,8149.0,TTB_staff_DTA_files
1964-06-11,163,0-1h,21,28389.0,-16.045,8145.0,TTB_staff_DTA_files
1964-06-11,163,1-2h,22,28388.0,-16.035,8145.0,TTB_staff_DTA_files
1964-06-11,163,2-3h,23,28389.0,-16.03666666666667,8145.0,TTB_staff_DTA_files
1964-06-11,163,3-4h,0,28385.0,-16.035,8146.0,TTB_staff_DTA_files
1964-06-11,163,4-5h,1,28388.0,-16.043333333333333,8146.0,TTB_staff_DTA_files
1964-06-11,163,5-6h,2,28389.0,-16.04,8145.0,TTB_staff_DTA_files
1964-06-11,163,6-7h,3,28389.0,-16.026666666666667,8151.0,TTB_staff_DTA_files
1964-06-11,163,7-8h,4,28388.0,-16.008333333333333,8153.0,TTB_staff_DTA_files
1964-06-11,163,8-9h,5,28388.0,-15.993333333333334,8149.0,TTB_staff_DTA_files
1964-06-11,163,9-10h,6,28395.0,-15.993333333333334,8141.0,TTB_staff_DTA_files
1964-06-11,163,10-11h,7,28404.0,-16.003333333333334,8137.0,TTB_staff_DTA_files
1964-06-11,163,11-12h,8,28414.0,-16.013333333333332,8140.0,TTB_staff_DTA_files
1964-06-11,163,12-13h,9,28422.0,-16.015,8132.0,TTB_staff_DTA_files
1964-06-11,163,13-14h,10,28420.0,-16.043333333333333,8120.0,TTB_staff_DTA_files
1964-06-11,163,14-15h,11,28415.0,-16.08833333333333,8125.0,TTB_staff_DTA_files
1964-06-11,163,15-16h,12,28414.0,-16.093333333333334,8126.0,TTB_staff_DTA_files
1964-06-11,163,16-17h,13,28404.0,-16.085,8136.0,TTB_staff_DTA_files
1964-06-11,163,17-18h,14,28396.0,-16.071666666666665,8144.0,TTB_staff_DTA_files
1964-06-11,163,18-19h,15,28386.0,-16.063333333333333,8146.0,TTB_staff_DTA_files
1964-06-11,163,19-20h,16,28401.0,-16.045,8142.0,TTB_staff_DTA_files
1964-06-11,163,20-21h,17,28401.0,-16.041666666666668,8142.0,TTB_staff_DTA_files
1964-06-11,163,21-22h,18,28395.0,-16.04,8144.0,TTB_staff_DTA_files
1964-06-11,163,22-23h,19,28394.0,-16.04,8144.0,TTB_staff_DTA_files
1964-06-11,163,23-24h,20,28401.0,-16.028333333333332,8141.0,TTB_staff_DTA_files
1964-06-12,164,0-1h,21,28405.0,-16.035,8141.0,TTB_staff_DTA_files
1964-06-12,164,1-2h,22,28400.0,-16.035,8145.0,TTB_staff_DTA_files
1964-06-12,164,2-3h,23,28398.0,-16.038333333333334,8145.0,TTB_staff_DTA_files
1964-06-12,164,3-4h,0,28398.0,-16.043333333333333,8145.0,TTB_staff_DTA_files
1964-06-12,164,4-5h,1,28401.0,-16.041666666666668,8145.0,TTB_staff_DTA_files
1964-06-12,164,5-6h,2,28404.0,-16.035,8145.0,TTB_staff_DTA_files
1964-06-12,164,6-7h,3,28407.0,-16.02,8145.0,TTB_staff_DTA_files
1964-06-12,164,7-8h,4,28412.0,-16.006666666666668,8144.0,TTB_staff_DTA_files
1964-06-12,164,8-9h,5,28411.0,-16.01,8142.0,TTB_staff_DTA_files
1964-06-12,164,9-10h,6,28414.0,-16.011666666666667,8138.0,TTB_staff_DTA_files
1964-06-12,164,10-11h,7,28428.0,-16.029999999999998,8132.0,TTB_staff_DTA_files
1964-06-12,164,11-12h,8,28447.0,-16.055,8130.0,TTB_staff_DTA_files
1964-06-12,164,12-13h,9,28447.0,-16.06,8124.0,TTB_staff_DTA_files
1964-06-12,164,13-14h,10,28446.0,-16.07,8129.0,TTB_staff_DTA_files
1964-06-12,164,14-15h,11,28428.0,-16.07,8136.0,TTB_staff_DTA_files
1964-06-12,164,15-16h,12,28414.0,-16.075,8133.0,TTB_staff_DTA_files
1964-06-12,164,16-17h,13,28411.0,-16.085,8135.0,TTB_staff_DTA_files
1964-06-12,164,17-18h,14,28403.0,-16.066666666666666,8145.0,TTB_staff_DTA_files
1964-06-12,164,18-19h,15,28396.0,-16.046666666666667,8145.0,TTB_staff_DTA_files
1964-06-12,164,19-20h,16,28388.0,-16.043333333333333,8145.0,TTB_staff_DTA_files
1964-06-12,164,20-21h,17,28389.0,-16.04,8143.0,TTB_staff_DTA_files
1964-06-12,164,21-22h,18,28401.0,-16.035,8140.0,TTB_staff_DTA_files
