Dates,DOY,Interval,UTC-3,H,D,Z,Data_source
1964-01-01,1,0-1h,21,28436.0,-15.971666666666666,8204.0,TTB_staff_DTA_files
1964-01-01,1,1-2h,22,28438.0,-15.97,8204.0,TTB_staff_DTA_files
1964-01-01,1,2-3h,23,28438.0,-15.978333333333333,8204.0,TTB_staff_DTA_files
1964-01-01,1,3-4h,0,28438.0,-15.981666666666666,8205.0,TTB_staff_DTA_files
1964-01-01,1,4-5h,1,28451.0,-15.978333333333333,8206.0,TTB_staff_DTA_files
1964-01-01,1,5-6h,2,28454.0,-15.975,8205.0,TTB_staff_DTA_files
1964-01-01,1,6-7h,3,28462.0,-15.985000000000001,8200.0,TTB_staff_DTA_files
1964-01-01,1,7-8h,4,28475.0,-15.996666666666666,8200.0,TTB_staff_DTA_files
1964-01-01,1,8-9h,5,28483.0,-15.981666666666666,8200.0,TTB_staff_DTA_files
1964-01-01,1,9-10h,6,28491.0,-15.955,8194.0,TTB_staff_DTA_files
1964-01-01,1,10-11h,7,28490.0,-15.926666666666668,8190.0,TTB_staff_DTA_files
1964-01-01,1,11-12h,8,28489.0,-15.918333333333333,8186.0,TTB_staff_DTA_files
1964-01-01,1,12-13h,9,28482.0,-15.948333333333332,8183.0,TTB_staff_DTA_files
1964-01-01,1,13-14h,10,28473.0,-15.975,8190.0,TTB_staff_DTA_files
1964-01-01,1,14-15h,11,28476.0,-15.979999999999999,8200.0,TTB_staff_DTA_files
1964-01-01,1,15-16h,12,28469.0,-15.956666666666667,8208.0,TTB_staff_DTA_files
1964-01-01,1,16-17h,13,28458.0,-15.946666666666665,8208.0,TTB_staff_DTA_files
1964-01-01,1,17-18h,14,28453.0,-15.96,8208.0,TTB_staff_DTA_files
1964-01-01,1,18-19h,15,28460.0,-15.956666666666667,8204.0,TTB_staff_DTA_files
1964-01-01,1,19-20h,16,28454.0,-15.956666666666667,8204.0,TTB_staff_DTA_files
1964-01-01,1,20-21h,17,28450.0,-15.958333333333334,8204.0,TTB_staff_DTA_files
1964-01-01,1,21-22h,18,28449.0,-15.955,8202.0,TTB_staff_DTA_files
1964-01-01,1,22-23h,19,28450.0,-15.96,8202.0,TTB_staff_DTA_files
1964-01-01,1,23-24h,20,28454.0,-15.961666666666668,8201.0,TTB_staff_DTA_files
1964-01-02,2,0-1h,21,28458.0,-15.973333333333333,8200.0,TTB_staff_DTA_files
1964-01-02,2,1-2h,22,28443.0,-15.986666666666668,8205.0,TTB_staff_DTA_files
1964-01-02,2,2-3h,23,28445.0,-16.02,8205.0,TTB_staff_DTA_files
1964-01-02,2,3-4h,0,28418.0,-16.026666666666667,8215.0,TTB_staff_DTA_files
1964-01-02,2,4-5h,1,28416.0,-16.015,8210.0,TTB_staff_DTA_files
1964-01-02,2,5-6h,2,28419.0,-16.021666666666665,8211.0,TTB_staff_DTA_files
1964-01-02,2,6-7h,3,28412.0,-16.041666666666668,8215.0,TTB_staff_DTA_files
1964-01-02,2,7-8h,4,28409.0,-16.011666666666667,8226.0,TTB_staff_DTA_files
1964-01-02,2,8-9h,5,28393.0,-15.978333333333333,8223.0,TTB_staff_DTA_files
1964-01-02,2,9-10h,6,28388.0,-15.943333333333333,8221.0,TTB_staff_DTA_files
1964-01-02,2,10-11h,7,28415.0,-15.916666666666666,8202.0,TTB_staff_DTA_files
1964-01-02,2,11-12h,8,28422.0,-15.918333333333333,8190.0,TTB_staff_DTA_files
1964-01-02,2,12-13h,9,28417.0,-15.96,8176.0,TTB_staff_DTA_files
1964-01-02,2,13-14h,10,28401.0,-15.988333333333333,8183.0,TTB_staff_DTA_files
1964-01-02,2,14-15h,11,28384.0,-15.985000000000001,8190.0,TTB_staff_DTA_files
1964-01-02,2,15-16h,12,28378.0,-15.988333333333333,8196.0,TTB_staff_DTA_files
1964-01-02,2,16-17h,13,28374.0,-15.978333333333333,8202.0,TTB_staff_DTA_files
1964-01-02,2,17-18h,14,28377.0,-15.978333333333333,8203.0,TTB_staff_DTA_files
1964-01-02,2,18-19h,15,28380.0,-15.993333333333334,8204.0,TTB_staff_DTA_files
1964-01-02,2,19-20h,16,28391.0,-15.979999999999999,8202.0,TTB_staff_DTA_files
1964-01-02,2,20-21h,17,28394.0,-15.978333333333333,8200.0,TTB_staff_DTA_files
1964-01-02,2,21-22h,18,28396.0,-15.971666666666666,8201.0,TTB_staff_DTA_files
1964-01-02,2,22-23h,19,28396.0,-15.973333333333333,8204.0,TTB_staff_DTA_files
1964-01-02,2,23-24h,20,28414.0,-15.983333333333333,8199.0,TTB_staff_DTA_files
1964-01-03,3,0-1h,21,28407.0,-15.986666666666668,8203.0,TTB_staff_DTA_files
1964-01-03,3,1-2h,22,28404.0,-15.995000000000001,8204.0,TTB_staff_DTA_files
1964-01-03,3,2-3h,23,28408.0,-15.995000000000001,8203.0,TTB_staff_DTA_files
1964-01-03,3,3-4h,0,28409.0,-15.995000000000001,8203.0,TTB_staff_DTA_files
1964-01-03,3,4-5h,1,28409.0,-15.998333333333333,8204.0,TTB_staff_DTA_files
1964-01-03,3,5-6h,2,28411.0,-15.995000000000001,8206.0,TTB_staff_DTA_files
1964-01-03,3,6-7h,3,28412.0,-15.995000000000001,8203.0,TTB_staff_DTA_files
1964-01-03,3,7-8h,4,28416.0,-16.006666666666668,8202.0,TTB_staff_DTA_files
1964-01-03,3,8-9h,5,28418.0,-15.99,8203.0,TTB_staff_DTA_files
1964-01-03,3,9-10h,6,28425.0,-15.965,8197.0,TTB_staff_DTA_files
1964-01-03,3,10-11h,7,28434.0,-15.96,8190.0,TTB_staff_DTA_files
1964-01-03,3,11-12h,8,28438.0,-15.968333333333334,8192.0,TTB_staff_DTA_files
1964-01-03,3,12-13h,9,28443.0,-15.971666666666666,8192.0,TTB_staff_DTA_files
1964-01-03,3,13-14h,10,28438.0,-15.986666666666668,8190.0,TTB_staff_DTA_files
1964-01-03,3,14-15h,11,28420.0,-15.998333333333333,8192.0,TTB_staff_DTA_files
1964-01-03,3,15-16h,12,28408.0,-15.996666666666666,8196.0,TTB_staff_DTA_files
1964-01-03,3,16-17h,13,28403.0,-15.988333333333333,8198.0,TTB_staff_DTA_files
1964-01-03,3,17-18h,14,28410.0,-15.983333333333333,8198.0,TTB_staff_DTA_files
1964-01-03,3,18-19h,15,28415.0,-15.973333333333333,8200.0,TTB_staff_DTA_files
1964-01-03,3,19-20h,16,28410.0,-15.973333333333333,8201.0,TTB_staff_DTA_files
1964-01-03,3,20-21h,17,28413.0,-15.971666666666666,8200.0,TTB_staff_DTA_files
1964-01-03,3,21-22h,18,28414.0,-15.971666666666666,8199.0,TTB_staff_DTA_files
1964-01-03,3,22-23h,19,28413.0,-15.973333333333333,8200.0,TTB_staff_DTA_files
1964-01-03,3,23-24h,20,28417.0,-15.978333333333333,8199.0,TTB_staff_DTA_files
1964-01-04,4,0-1h,21,28417.0,-15.979999999999999,8203.0,TTB_staff_DTA_files
1964-01-04,4,1-2h,22,28408.0,-15.988333333333333,8203.0,TTB_staff_DTA_files
1964-01-04,4,2-3h,23,28417.0,-15.99,8203.0,TTB_staff_DTA_files
1964-01-04,4,3-4h,0,28414.0,-15.998333333333333,8204.0,TTB_staff_DTA_files
1964-01-04,4,4-5h,1,28415.0,-15.998333333333333,8205.0,TTB_staff_DTA_files
1964-01-04,4,5-6h,2,28416.0,-15.996666666666666,8206.0,TTB_staff_DTA_files
1964-01-04,4,6-7h,3,28420.0,-15.995000000000001,8203.0,TTB_staff_DTA_files
1964-01-04,4,7-8h,4,28432.0,-15.995000000000001,8201.0,TTB_staff_DTA_files
1964-01-04,4,8-9h,5,28441.0,-15.978333333333333,8199.0,TTB_staff_DTA_files
1964-01-04,4,9-10h,6,28448.0,-15.96,8190.0,TTB_staff_DTA_files
1964-01-04,4,10-11h,7,28456.0,-15.951666666666666,8189.0,TTB_staff_DTA_files
1964-01-04,4,11-12h,8,28466.0,-15.946666666666665,8189.0,TTB_staff_DTA_files
1964-01-04,4,12-13h,9,28458.0,-15.978333333333333,8188.0,TTB_staff_DTA_files
1964-01-04,4,13-14h,10,28454.0,-15.998333333333333,8200.0,TTB_staff_DTA_files
1964-01-04,4,14-15h,11,28437.0,-15.985000000000001,8199.0,TTB_staff_DTA_files
1964-01-04,4,15-16h,12,28415.0,-15.988333333333333,8201.0,TTB_staff_DTA_files
1964-01-04,4,16-17h,13,28414.0,-15.983333333333333,8203.0,TTB_staff_DTA_files
1964-01-04,4,17-18h,14,28407.0,-15.979999999999999,8204.0,TTB_staff_DTA_files
1964-01-04,4,18-19h,15,28408.0,-15.978333333333333,8203.0,TTB_staff_DTA_files
1964-01-04,4,19-20h,16,28418.0,-15.971666666666666,8200.0,TTB_staff_DTA_files
1964-01-04,4,20-21h,17,28417.0,-15.97,8202.0,TTB_staff_DTA_files
1964-01-04,4,21-22h,18,28414.0,-15.971666666666666,8201.0,TTB_staff_DTA_files
1964-01-04,4,22-23h,19,28417.0,-15.97,8201.0,TTB_staff_DTA_files
1964-01-04,4,23-24h,20,28417.0,-15.97,8202.0,TTB_staff_DTA_files
1964-01-05,5,0-1h,21,28415.0,-15.978333333333333,8202.0,TTB_staff_DTA_files
1964-01-05,5,1-2h,22,28419.0,-15.978333333333333,8203.0,TTB_staff_DTA_files
1964-01-05,5,2-3h,23,28420.0,-15.979999999999999,8203.0,TTB_staff_DTA_files
1964-01-05,5,3-4h,0,28420.0,-15.985000000000001,8204.0,TTB_staff_DTA_files
1964-01-05,5,4-5h,1,28426.0,-15.993333333333334,8205.0,TTB_staff_DTA_files
1964-01-05,5,5-6h,2,28427.0,-15.995000000000001,8207.0,TTB_staff_DTA_files
1964-01-05,5,6-7h,3,28427.0,-15.991666666666667,8207.0,TTB_staff_DTA_files
1964-01-05,5,7-8h,4,28430.0,-15.981666666666666,8206.0,TTB_staff_DTA_files
1964-01-05,5,8-9h,5,28436.0,-15.963333333333333,8202.0,TTB_staff_DTA_files
1964-01-05,5,9-10h,6,28448.0,-15.943333333333333,8192.0,TTB_staff_DTA_files
1964-01-05,5,10-11h,7,28453.0,-15.936666666666667,8188.0,TTB_staff_DTA_files
1964-01-05,5,11-12h,8,28448.0,-15.918333333333333,8186.0,TTB_staff_DTA_files
1964-01-05,5,12-13h,9,28444.0,-15.918333333333333,8177.0,TTB_staff_DTA_files
1964-01-05,5,13-14h,10,28441.0,-15.96,8179.0,TTB_staff_DTA_files
1964-01-05,5,14-15h,11,28438.0,-15.995000000000001,8188.0,TTB_staff_DTA_files
1964-01-05,5,15-16h,12,28432.0,-15.998333333333333,8197.0,TTB_staff_DTA_files
1964-01-05,5,16-17h,13,28432.0,-15.991666666666667,8203.0,TTB_staff_DTA_files
1964-01-05,5,17-18h,14,28427.0,-15.978333333333333,8202.0,TTB_staff_DTA_files
1964-01-05,5,18-19h,15,28420.0,-15.971666666666666,8202.0,TTB_staff_DTA_files
1964-01-05,5,19-20h,16,28416.0,-15.971666666666666,8202.0,TTB_staff_DTA_files
1964-01-05,5,20-21h,17,28416.0,-15.971666666666666,8199.0,TTB_staff_DTA_files
1964-01-05,5,21-22h,18,28415.0,-15.965,8200.0,TTB_staff_DTA_files
1964-01-05,5,22-23h,19,28416.0,-15.971666666666666,8200.0,TTB_staff_DTA_files
1964-01-05,5,23-24h,20,28417.0,-15.973333333333333,8200.0,TTB_staff_DTA_files
1964-01-06,6,0-1h,21,28423.0,-15.978333333333333,8200.0,TTB_staff_DTA_files
1964-01-06,6,1-2h,22,28422.0,-15.981666666666666,8203.0,TTB_staff_DTA_files
1964-01-06,6,2-3h,23,28423.0,-15.983333333333333,8203.0,TTB_staff_DTA_files
1964-01-06,6,3-4h,0,28425.0,-15.986666666666668,8203.0,TTB_staff_DTA_files
1964-01-06,6,4-5h,1,28423.0,-15.99,8205.0,TTB_staff_DTA_files
1964-01-06,6,5-6h,2,28425.0,-15.99,8207.0,TTB_staff_DTA_files
1964-01-06,6,6-7h,3,28425.0,-15.986666666666668,8206.0,TTB_staff_DTA_files
1964-01-06,6,7-8h,4,28431.0,-15.981666666666666,8204.0,TTB_staff_DTA_files
1964-01-06,6,8-9h,5,28434.0,-15.96,8206.0,TTB_staff_DTA_files
1964-01-06,6,9-10h,6,28438.0,-15.928333333333335,8203.0,TTB_staff_DTA_files
1964-01-06,6,10-11h,7,28441.0,-15.926666666666668,8198.0,TTB_staff_DTA_files
1964-01-06,6,11-12h,8,28445.0,-15.938333333333333,8192.0,TTB_staff_DTA_files
1964-01-06,6,12-13h,9,28442.0,-15.946666666666665,8195.0,TTB_staff_DTA_files
1964-01-06,6,13-14h,10,28436.0,-15.946666666666665,8196.0,TTB_staff_DTA_files
1964-01-06,6,14-15h,11,28429.0,-15.978333333333333,8194.0,TTB_staff_DTA_files
1964-01-06,6,15-16h,12,28426.0,-15.993333333333334,8196.0,TTB_staff_DTA_files
1964-01-06,6,16-17h,13,28428.0,-15.991666666666667,8196.0,TTB_staff_DTA_files
1964-01-06,6,17-18h,14,28426.0,-15.978333333333333,8199.0,TTB_staff_DTA_files
1964-01-06,6,18-19h,15,28425.0,-15.978333333333333,8200.0,TTB_staff_DTA_files
1964-01-06,6,19-20h,16,28428.0,-15.973333333333333,8200.0,TTB_staff_DTA_files
1964-01-06,6,20-21h,17,28428.0,-15.971666666666666,8200.0,TTB_staff_DTA_files
1964-01-06,6,21-22h,18,28425.0,-15.963333333333333,8200.0,TTB_staff_DTA_files
1964-01-06,6,22-23h,19,28424.0,-15.971666666666666,8200.0,TTB_staff_DTA_files
1964-01-06,6,23-24h,20,28424.0,-15.973333333333333,8200.0,TTB_staff_DTA_files
1964-01-07,7,0-1h,21,28423.0,-15.973333333333333,8200.0,TTB_staff_DTA_files
1964-01-07,7,1-2h,22,28425.0,-15.981666666666666,8202.0,TTB_staff_DTA_files
1964-01-07,7,2-3h,23,28425.0,-15.981666666666666,8202.0,TTB_staff_DTA_files
1964-01-07,7,3-4h,0,28428.0,-15.986666666666668,8202.0,TTB_staff_DTA_files
1964-01-07,7,4-5h,1,28432.0,-15.986666666666668,8202.0,TTB_staff_DTA_files
1964-01-07,7,5-6h,2,28432.0,-15.985000000000001,8205.0,TTB_staff_DTA_files
1964-01-07,7,6-7h,3,28431.0,-15.988333333333333,8203.0,TTB_staff_DTA_files
1964-01-07,7,7-8h,4,28434.0,-15.986666666666668,8203.0,TTB_staff_DTA_files
1964-01-07,7,8-9h,5,28438.0,-15.973333333333333,8204.0,TTB_staff_DTA_files
1964-01-07,7,9-10h,6,28449.0,-15.943333333333333,8202.0,TTB_staff_DTA_files
1964-01-07,7,10-11h,7,28450.0,-15.935,8204.0,TTB_staff_DTA_files
1964-01-07,7,11-12h,8,28464.0,-15.945,8206.0,TTB_staff_DTA_files
1964-01-07,7,12-13h,9,28466.0,-15.96,8206.0,TTB_staff_DTA_files
1964-01-07,7,13-14h,10,28468.0,-15.99,8195.0,TTB_staff_DTA_files
1964-01-07,7,14-15h,11,28462.0,-16.023333333333333,8195.0,TTB_staff_DTA_files
1964-01-07,7,15-16h,12,28448.0,-16.02,8207.0,TTB_staff_DTA_files
1964-01-07,7,16-17h,13,28436.0,-15.99,8207.0,TTB_staff_DTA_files
1964-01-07,7,17-18h,14,28426.0,-15.978333333333333,8202.0,TTB_staff_DTA_files
1964-01-07,7,18-19h,15,28423.0,-15.968333333333334,8201.0,TTB_staff_DTA_files
1964-01-07,7,19-20h,16,28420.0,-15.966666666666667,8201.0,TTB_staff_DTA_files
1964-01-07,7,20-21h,17,28418.0,-15.965,8200.0,TTB_staff_DTA_files
1964-01-07,7,21-22h,18,28416.0,-15.966666666666667,8202.0,TTB_staff_DTA_files
1964-01-07,7,22-23h,19,28418.0,-15.966666666666667,8199.0,TTB_staff_DTA_files
1964-01-07,7,23-24h,20,28419.0,-15.97,8199.0,TTB_staff_DTA_files
1964-01-08,8,0-1h,21,28419.0,-15.971666666666666,8202.0,TTB_staff_DTA_files
1964-01-08,8,1-2h,22,28423.0,-15.978333333333333,8201.0,TTB_staff_DTA_files
1964-01-08,8,2-3h,23,28429.0,-15.979999999999999,8201.0,TTB_staff_DTA_files
1964-01-08,8,3-4h,0,28432.0,-15.981666666666666,8202.0,TTB_staff_DTA_files
1964-01-08,8,4-5h,1,28431.0,-15.981666666666666,8202.0,TTB_staff_DTA_files
1964-01-08,8,5-6h,2,28436.0,-15.979999999999999,8202.0,TTB_staff_DTA_files
1964-01-08,8,6-7h,3,28437.0,-15.981666666666666,8202.0,TTB_staff_DTA_files
1964-01-08,8,7-8h,4,28445.0,-15.978333333333333,8202.0,TTB_staff_DTA_files
1964-01-08,8,8-9h,5,28444.0,-15.956666666666667,8203.0,TTB_staff_DTA_files
1964-01-08,8,9-10h,6,28446.0,-15.921666666666665,8200.0,TTB_staff_DTA_files
1964-01-08,8,10-11h,7,28441.0,-15.916666666666666,8198.0,TTB_staff_DTA_files
1964-01-08,8,11-12h,8,28439.0,-15.926666666666668,8191.0,TTB_staff_DTA_files
1964-01-08,8,12-13h,9,28430.0,-15.935,8182.0,TTB_staff_DTA_files
1964-01-08,8,13-14h,10,28428.0,-15.985000000000001,8177.0,TTB_staff_DTA_files
1964-01-08,8,14-15h,11,28431.0,-15.996666666666666,8184.0,TTB_staff_DTA_files
1964-01-08,8,15-16h,12,28436.0,-15.995000000000001,8184.0,TTB_staff_DTA_files
1964-01-08,8,16-17h,13,28438.0,-15.986666666666668,8188.0,TTB_staff_DTA_files
1964-01-08,8,17-18h,14,28439.0,-15.978333333333333,8194.0,TTB_staff_DTA_files
1964-01-08,8,18-19h,15,28436.0,-15.968333333333334,8198.0,TTB_staff_DTA_files
1964-01-08,8,19-20h,16,28416.0,-15.97,8202.0,TTB_staff_DTA_files
1964-01-08,8,20-21h,17,28411.0,-15.973333333333333,8202.0,TTB_staff_DTA_files
1964-01-08,8,21-22h,18,28402.0,-15.973333333333333,8203.0,TTB_staff_DTA_files
1964-01-08,8,22-23h,19,28414.0,-15.965,8199.0,TTB_staff_DTA_files
1964-01-08,8,23-24h,20,28429.0,-15.965,8199.0,TTB_staff_DTA_files
1964-01-09,9,0-1h,21,28423.0,-15.96,8199.0,TTB_staff_DTA_files
1964-01-09,9,1-2h,22,28417.0,-15.973333333333333,8201.0,TTB_staff_DTA_files
1964-01-09,9,2-3h,23,28428.0,-15.983333333333333,8199.0,TTB_staff_DTA_files
1964-01-09,9,3-4h,0,28431.0,-15.986666666666668,8201.0,TTB_staff_DTA_files
1964-01-09,9,4-5h,1,28431.0,-15.986666666666668,8202.0,TTB_staff_DTA_files
1964-01-09,9,5-6h,2,28434.0,-15.985000000000001,8202.0,TTB_staff_DTA_files
1964-01-09,9,6-7h,3,28436.0,-15.979999999999999,8202.0,TTB_staff_DTA_files
1964-01-09,9,7-8h,4,28437.0,-15.975,8202.0,TTB_staff_DTA_files
1964-01-09,9,8-9h,5,28441.0,-15.96,8198.0,TTB_staff_DTA_files
1964-01-09,9,9-10h,6,28447.0,-15.94,8193.0,TTB_staff_DTA_files
1964-01-09,9,10-11h,7,28450.0,-15.926666666666668,8185.0,TTB_staff_DTA_files
1964-01-09,9,11-12h,8,28454.0,-15.931666666666667,8180.0,TTB_staff_DTA_files
1964-01-09,9,12-13h,9,28449.0,-15.945,8185.0,TTB_staff_DTA_files
1964-01-09,9,13-14h,10,28444.0,-15.963333333333333,8190.0,TTB_staff_DTA_files
1964-01-09,9,14-15h,11,28444.0,-15.998333333333333,8183.0,TTB_staff_DTA_files
1964-01-09,9,15-16h,12,28431.0,-16.016666666666666,8189.0,TTB_staff_DTA_files
1964-01-09,9,16-17h,13,28425.0,-15.983333333333333,8199.0,TTB_staff_DTA_files
1964-01-09,9,17-18h,14,28425.0,-15.963333333333333,8198.0,TTB_staff_DTA_files
1964-01-09,9,18-19h,15,28401.0,-15.961666666666668,8202.0,TTB_staff_DTA_files
1964-01-09,9,19-20h,16,28385.0,-15.951666666666666,8204.0,TTB_staff_DTA_files
1964-01-09,9,20-21h,17,28405.0,-15.961666666666668,8200.0,TTB_staff_DTA_files
1964-01-09,9,21-22h,18,28401.0,-15.968333333333334,8202.0,TTB_staff_DTA_files
1964-01-09,9,22-23h,19,28422.0,-15.95,8196.0,TTB_staff_DTA_files
1964-01-09,9,23-24h,20,28419.0,-15.966666666666667,8199.0,TTB_staff_DTA_files
1964-01-10,10,0-1h,21,28424.0,-15.978333333333333,8199.0,TTB_staff_DTA_files
1964-01-10,10,1-2h,22,28421.0,-15.983333333333333,8202.0,TTB_staff_DTA_files
1964-01-10,10,2-3h,23,28428.0,-16.00166666666667,8201.0,TTB_staff_DTA_files
1964-01-10,10,3-4h,0,28435.0,-15.995000000000001,8203.0,TTB_staff_DTA_files
1964-01-10,10,4-5h,1,28428.0,-15.991666666666667,8204.0,TTB_staff_DTA_files
1964-01-10,10,5-6h,2,28423.0,-15.99,8203.0,TTB_staff_DTA_files
1964-01-10,10,6-7h,3,28430.0,-15.991666666666667,8201.0,TTB_staff_DTA_files
1964-01-10,10,7-8h,4,28436.0,-15.978333333333333,8204.0,TTB_staff_DTA_files
1964-01-10,10,8-9h,5,28437.0,-15.956666666666667,8207.0,TTB_staff_DTA_files
1964-01-10,10,9-10h,6,28438.0,-15.933333333333334,8209.0,TTB_staff_DTA_files
1964-01-10,10,10-11h,7,28437.0,-15.921666666666665,8209.0,TTB_staff_DTA_files
1964-01-10,10,11-12h,8,28437.0,-15.916666666666666,8210.0,TTB_staff_DTA_files
1964-01-10,10,12-13h,9,28430.0,-15.93,8203.0,TTB_staff_DTA_files
1964-01-10,10,13-14h,10,28425.0,-15.979999999999999,8195.0,TTB_staff_DTA_files
1964-01-10,10,14-15h,11,28427.0,-16.011666666666667,8195.0,TTB_staff_DTA_files
1964-01-10,10,15-16h,12,28425.0,-15.995000000000001,8198.0,TTB_staff_DTA_files
1964-01-10,10,16-17h,13,28424.0,-15.981666666666666,8196.0,TTB_staff_DTA_files
1964-01-10,10,17-18h,14,28419.0,-15.985000000000001,8195.0,TTB_staff_DTA_files
1964-01-10,10,18-19h,15,28412.0,-15.979999999999999,8200.0,TTB_staff_DTA_files
1964-01-10,10,19-20h,16,28415.0,-15.978333333333333,8200.0,TTB_staff_DTA_files
1964-01-10,10,20-21h,17,28421.0,-15.965,8199.0,TTB_staff_DTA_files
1964-01-10,10,21-22h,18,28417.0,-15.968333333333334,8202.0,TTB_staff_DTA_files
1964-01-10,10,22-23h,19,28421.0,-15.966666666666667,8201.0,TTB_staff_DTA_files
1964-01-10,10,23-24h,20,28414.0,-15.97,8202.0,TTB_staff_DTA_files
1964-01-11,11,0-1h,21,28414.0,-15.973333333333333,8201.0,TTB_staff_DTA_files
1964-01-11,11,1-2h,22,28415.0,-15.985000000000001,8201.0,TTB_staff_DTA_files
1964-01-11,11,2-3h,23,28420.0,-15.981666666666666,8201.0,TTB_staff_DTA_files
1964-01-11,11,3-4h,0,28420.0,-15.986666666666668,8201.0,TTB_staff_DTA_files
1964-01-11,11,4-5h,1,28423.0,-15.988333333333333,8202.0,TTB_staff_DTA_files
1964-01-11,11,5-6h,2,28428.0,-15.986666666666668,8201.0,TTB_staff_DTA_files
1964-01-11,11,6-7h,3,28431.0,-15.986666666666668,8198.0,TTB_staff_DTA_files
1964-01-11,11,7-8h,4,28436.0,-15.979999999999999,8198.0,TTB_staff_DTA_files
1964-01-11,11,8-9h,5,28441.0,-15.96,8196.0,TTB_staff_DTA_files
1964-01-11,11,9-10h,6,28448.0,-15.948333333333332,8198.0,TTB_staff_DTA_files
1964-01-11,11,10-11h,7,28452.0,-15.946666666666665,8198.0,TTB_staff_DTA_files
1964-01-11,11,11-12h,8,28447.0,-15.943333333333333,8193.0,TTB_staff_DTA_files
1964-01-11,11,12-13h,9,28447.0,-15.978333333333333,8184.0,TTB_staff_DTA_files
1964-01-11,11,13-14h,10,28446.0,-16.021666666666665,8186.0,TTB_staff_DTA_files
1964-01-11,11,14-15h,11,28437.0,-16.023333333333333,8197.0,TTB_staff_DTA_files
1964-01-11,11,15-16h,12,28429.0,-15.993333333333334,8200.0,TTB_staff_DTA_files
1964-01-11,11,16-17h,13,28427.0,-15.978333333333333,8198.0,TTB_staff_DTA_files
1964-01-11,11,17-18h,14,28421.0,-15.979999999999999,8200.0,TTB_staff_DTA_files
1964-01-11,11,18-19h,15,28423.0,-15.978333333333333,8200.0,TTB_staff_DTA_files
1964-01-11,11,19-20h,16,28423.0,-15.965,8200.0,TTB_staff_DTA_files
1964-01-11,11,20-21h,17,28421.0,-15.966666666666667,8201.0,TTB_staff_DTA_files
1964-01-11,11,21-22h,18,28420.0,-15.97,8203.0,TTB_staff_DTA_files
1964-01-11,11,22-23h,19,28417.0,-15.973333333333333,8203.0,TTB_staff_DTA_files
1964-01-11,11,23-24h,20,28418.0,-15.973333333333333,8201.0,TTB_staff_DTA_files
1964-01-12,12,0-1h,21,28422.0,-15.978333333333333,8201.0,TTB_staff_DTA_files
1964-01-12,12,1-2h,22,28422.0,-15.979999999999999,8201.0,TTB_staff_DTA_files
1964-01-12,12,2-3h,23,28425.0,-15.979999999999999,8201.0,TTB_staff_DTA_files
1964-01-12,12,3-4h,0,28425.0,-15.979999999999999,8202.0,TTB_staff_DTA_files
1964-01-12,12,4-5h,1,28427.0,-15.981666666666666,8202.0,TTB_staff_DTA_files
1964-01-12,12,5-6h,2,28429.0,-15.981666666666666,8201.0,TTB_staff_DTA_files
1964-01-12,12,6-7h,3,28433.0,-15.985000000000001,8201.0,TTB_staff_DTA_files
1964-01-12,12,7-8h,4,28439.0,-15.979999999999999,8202.0,TTB_staff_DTA_files
1964-01-12,12,8-9h,5,28445.0,-15.943333333333333,8200.0,TTB_staff_DTA_files
1964-01-12,12,9-10h,6,28444.0,-15.908333333333333,8196.0,TTB_staff_DTA_files
1964-01-12,12,10-11h,7,28440.0,-15.893333333333334,8190.0,TTB_staff_DTA_files
1964-01-12,12,11-12h,8,28437.0,-15.891666666666667,8179.0,TTB_staff_DTA_files
1964-01-12,12,12-13h,9,28432.0,-15.95,8158.0,TTB_staff_DTA_files
1964-01-12,12,13-14h,10,28425.0,-16.011666666666667,8172.0,TTB_staff_DTA_files
1964-01-12,12,14-15h,11,28416.0,-16.003333333333334,8188.0,TTB_staff_DTA_files
1964-01-12,12,15-16h,12,28414.0,-15.985000000000001,8192.0,TTB_staff_DTA_files
1964-01-12,12,16-17h,13,28418.0,-15.981666666666666,8190.0,TTB_staff_DTA_files
1964-01-12,12,17-18h,14,28418.0,-15.986666666666668,8191.0,TTB_staff_DTA_files
1964-01-12,12,18-19h,15,28421.0,-15.985000000000001,8194.0,TTB_staff_DTA_files
1964-01-12,12,19-20h,16,28424.0,-15.978333333333333,8197.0,TTB_staff_DTA_files
1964-01-12,12,20-21h,17,28423.0,-15.97,8197.0,TTB_staff_DTA_files
1964-01-12,12,21-22h,18,28421.0,-15.978333333333333,8198.0,TTB_staff_DTA_files
1964-01-12,12,22-23h,19,28421.0,-15.978333333333333,8199.0,TTB_staff_DTA_files
1964-01-12,12,23-24h,20,28420.0,-15.979999999999999,8201.0,TTB_staff_DTA_files
1964-01-13,13,0-1h,21,28423.0,-15.979999999999999,8201.0,TTB_staff_DTA_files
1964-01-13,13,1-2h,22,28423.0,-15.979999999999999,8201.0,TTB_staff_DTA_files
1964-01-13,13,2-3h,23,28424.0,-15.981666666666666,8201.0,TTB_staff_DTA_files
1964-01-13,13,3-4h,0,28427.0,-15.983333333333333,8201.0,TTB_staff_DTA_files
1964-01-13,13,4-5h,1,28429.0,-15.985000000000001,8201.0,TTB_staff_DTA_files
1964-01-13,13,5-6h,2,28431.0,-15.986666666666668,8201.0,TTB_staff_DTA_files
1964-01-13,13,6-7h,3,28437.0,-15.995000000000001,8195.0,TTB_staff_DTA_files
