Datetime_GMT0,DOY,H,D,Z,F,Hours_in_day,Hours_in_year,Data_source
1964-04-24 10:00:00,115,nan,nan,nan,nan,10,2747,WDC
1964-04-24 11:00:00,115,nan,nan,nan,nan,11,2748,WDC
1964-04-24 12:00:00,115,nan,nan,nan,nan,12,2749,WDC
1964-04-24 13:00:00,115,nan,nan,nan,nan,13,2750,WDC
1964-04-24 14:00:00,115,nan,nan,nan,nan,14,2751,WDC
1964-04-24 15:00:00,115,nan,nan,nan,nan,15,2752,WDC
1964-04-24 16:00:00,115,nan,nan,nan,nan,16,2753,WDC
1964-04-24 17:00:00,115,nan,nan,nan,nan,17,2754,WDC
1964-04-24 18:00:00,115,nan,nan,nan,nan,18,2755,WDC
1964-04-24 19:00:00,115,nan,nan,nan,nan,19,2756,WDC
1964-04-24 20:00:00,115,nan,nan,nan,nan,20,2757,WDC
1964-04-24 21:00:00,115,nan,nan,nan,nan,21,2758,WDC
1964-04-24 22:00:00,115,nan,nan,nan,nan,22,2759,WDC
1964-04-24 23:00:00,115,nan,nan,nan,nan,23,2760,WDC
1964-04-25 00:00:00,116,nan,nan,nan,nan,0,2761,WDC
1964-04-25 01:00:00,116,nan,nan,nan,nan,1,2762,WDC
1964-04-25 02:00:00,116,nan,nan,nan,nan,2,2763,WDC
1964-04-25 03:00:00,116,nan,nan,nan,nan,3,2764,WDC
1964-04-25 04:00:00,116,nan,nan,nan,nan,4,2765,WDC
1964-04-25 05:00:00,116,nan,nan,nan,nan,5,2766,WDC
1964-04-25 06:00:00,116,nan,nan,nan,nan,6,2767,WDC
1964-04-25 07:00:00,116,nan,nan,nan,nan,7,2768,WDC
1964-04-25 08:00:00,116,nan,nan,nan,nan,8,2769,WDC
1964-04-25 09:00:00,116,nan,nan,nan,nan,9,2770,WDC
1964-04-25 10:00:00,116,nan,nan,nan,nan,10,2771,WDC
1964-04-25 11:00:00,116,nan,nan,nan,nan,11,2772,WDC
1964-04-25 12:00:00,116,nan,nan,nan,nan,12,2773,WDC
1964-04-25 13:00:00,116,nan,nan,nan,nan,13,2774,WDC
1964-04-25 14:00:00,116,nan,nan,nan,nan,14,2775,WDC
1964-04-25 15:00:00,116,nan,nan,nan,nan,15,2776,WDC
1964-04-25 16:00:00,116,nan,nan,nan,nan,16,2777,WDC
1964-04-25 17:00:00,116,nan,nan,nan,nan,17,2778,WDC
1964-04-25 18:00:00,116,nan,nan,nan,nan,18,2779,WDC
1964-04-25 19:00:00,116,nan,nan,nan,nan,19,2780,WDC
1964-04-25 20:00:00,116,nan,nan,nan,nan,20,2781,WDC
1964-04-25 21:00:00,116,nan,nan,nan,nan,21,2782,WDC
1964-04-25 22:00:00,116,nan,nan,nan,nan,22,2783,WDC
1964-04-25 23:00:00,116,nan,nan,nan,nan,23,2784,WDC
1964-04-26 00:00:00,117,nan,nan,nan,nan,0,2785,WDC
1964-04-26 01:00:00,117,nan,nan,nan,nan,1,2786,WDC
1964-04-26 02:00:00,117,nan,nan,nan,nan,2,2787,WDC
1964-04-26 03:00:00,117,nan,nan,nan,nan,3,2788,WDC
1964-04-26 04:00:00,117,nan,nan,nan,nan,4,2789,WDC
1964-04-26 05:00:00,117,nan,nan,nan,nan,5,2790,WDC
1964-04-26 06:00:00,117,nan,nan,nan,nan,6,2791,WDC
1964-04-26 07:00:00,117,nan,nan,nan,nan,7,2792,WDC
1964-04-26 08:00:00,117,nan,nan,nan,nan,8,2793,WDC
1964-04-26 09:00:00,117,nan,nan,nan,nan,9,2794,WDC
1964-04-26 10:00:00,117,nan,nan,nan,nan,10,2795,WDC
1964-04-26 11:00:00,117,nan,nan,nan,nan,11,2796,WDC
1964-04-26 12:00:00,117,nan,nan,nan,nan,12,2797,WDC
1964-04-26 13:00:00,117,nan,nan,nan,nan,13,2798,WDC
1964-04-26 14:00:00,117,nan,nan,nan,nan,14,2799,WDC
1964-04-26 15:00:00,117,nan,nan,nan,nan,15,2800,WDC
1964-04-26 16:00:00,117,nan,nan,nan,nan,16,2801,WDC
1964-04-26 17:00:00,117,nan,nan,nan,nan,17,2802,WDC
1964-04-26 18:00:00,117,nan,nan,nan,nan,18,2803,WDC
1964-04-26 19:00:00,117,nan,nan,nan,nan,19,2804,WDC
1964-04-26 20:00:00,117,nan,nan,nan,nan,20,2805,WDC
1964-04-26 21:00:00,117,nan,nan,nan,nan,21,2806,WDC
1964-04-26 22:00:00,117,nan,nan,nan,nan,22,2807,WDC
1964-04-26 23:00:00,117,nan,nan,nan,nan,23,2808,WDC
1964-04-27 00:00:00,118,nan,nan,nan,nan,0,2809,WDC
1964-04-27 01:00:00,118,nan,nan,nan,nan,1,2810,WDC
1964-04-27 02:00:00,118,nan,nan,nan,nan,2,2811,WDC
1964-04-27 03:00:00,118,nan,nan,nan,nan,3,2812,WDC
1964-04-27 04:00:00,118,nan,nan,nan,nan,4,2813,WDC
1964-04-27 05:00:00,118,nan,nan,nan,nan,5,2814,WDC
1964-04-27 06:00:00,118,nan,nan,nan,nan,6,2815,WDC
1964-04-27 07:00:00,118,nan,nan,nan,nan,7,2816,WDC
1964-04-27 08:00:00,118,nan,nan,nan,nan,8,2817,WDC
1964-04-27 09:00:00,118,nan,nan,nan,nan,9,2818,WDC
1964-04-27 10:00:00,118,nan,nan,nan,nan,10,2819,WDC
1964-04-27 11:00:00,118,nan,nan,nan,nan,11,2820,WDC
1964-04-27 12:00:00,118,nan,nan,nan,nan,12,2821,WDC
1964-04-27 13:00:00,118,nan,nan,nan,nan,13,2822,WDC
1964-04-27 14:00:00,118,nan,nan,nan,nan,14,2823,WDC
1964-04-27 15:00:00,118,nan,nan,nan,nan,15,2824,WDC
1964-04-27 16:00:00,118,nan,nan,nan,nan,16,2825,WDC
1964-04-27 17:00:00,118,nan,nan,nan,nan,17,2826,WDC
1964-04-27 18:00:00,118,nan,nan,nan,nan,18,2827,WDC
1964-04-27 19:00:00,118,nan,nan,nan,nan,19,2828,WDC
1964-04-27 20:00:00,118,nan,nan,nan,nan,20,2829,WDC
1964-04-27 21:00:00,118,nan,nan,nan,nan,21,2830,WDC
1964-04-27 22:00:00,118,nan,nan,nan,nan,22,2831,WDC
1964-04-27 23:00:00,118,nan,nan,nan,nan,23,2832,WDC
1964-04-28 00:00:00,119,nan,nan,nan,nan,0,2833,WDC
1964-04-28 01:00:00,119,nan,nan,nan,nan,1,2834,WDC
1964-04-28 02:00:00,119,nan,nan,nan,nan,2,2835,WDC
1964-04-28 03:00:00,119,nan,nan,nan,nan,3,2836,WDC
1964-04-28 04:00:00,119,nan,nan,nan,nan,4,2837,WDC
1964-04-28 05:00:00,119,nan,nan,nan,nan,5,2838,WDC
1964-04-28 06:00:00,119,nan,nan,nan,nan,6,2839,WDC
1964-04-28 07:00:00,119,nan,nan,nan,nan,7,2840,WDC
1964-04-28 08:00:00,119,nan,nan,nan,nan,8,2841,WDC
1964-04-28 09:00:00,119,nan,nan,nan,nan,9,2842,WDC
1964-04-28 10:00:00,119,nan,nan,nan,nan,10,2843,WDC
1964-04-28 11:00:00,119,nan,nan,nan,nan,11,2844,WDC
1964-04-28 12:00:00,119,nan,nan,nan,nan,12,2845,WDC
1964-04-28 13:00:00,119,nan,nan,nan,nan,13,2846,WDC
1964-04-28 14:00:00,119,nan,nan,nan,nan,14,2847,WDC
1964-04-28 15:00:00,119,nan,nan,nan,nan,15,2848,WDC
1964-04-28 16:00:00,119,nan,nan,nan,nan,16,2849,WDC
1964-04-28 17:00:00,119,nan,nan,nan,nan,17,2850,WDC
1964-04-28 18:00:00,119,nan,nan,nan,nan,18,2851,WDC
1964-04-28 19:00:00,119,nan,nan,nan,nan,19,2852,WDC
1964-04-28 20:00:00,119,nan,nan,nan,nan,20,2853,WDC
1964-04-28 21:00:00,119,nan,nan,nan,nan,21,2854,WDC
1964-04-28 22:00:00,119,nan,nan,nan,nan,22,2855,WDC
1964-04-28 23:00:00,119,nan,nan,nan,nan,23,2856,WDC
1964-04-29 00:00:00,120,nan,nan,nan,nan,0,2857,WDC
1964-04-29 01:00:00,120,nan,nan,nan,nan,1,2858,WDC
1964-04-29 02:00:00,120,nan,nan,nan,nan,2,2859,WDC
1964-04-29 03:00:00,120,nan,nan,nan,nan,3,2860,WDC
1964-04-29 04:00:00,120,nan,nan,nan,nan,4,2861,WDC
1964-04-29 05:00:00,120,nan,nan,nan,nan,5,2862,WDC
1964-04-29 06:00:00,120,nan,nan,nan,nan,6,2863,WDC
1964-04-29 07:00:00,120,nan,nan,nan,nan,7,2864,WDC
1964-04-29 08:00:00,120,nan,nan,nan,nan,8,2865,WDC
1964-04-29 09:00:00,120,nan,nan,nan,nan,9,2866,WDC
1964-04-29 10:00:00,120,nan,nan,nan,nan,10,2867,WDC
1964-04-29 11:00:00,120,nan,nan,nan,nan,11,2868,WDC
1964-04-29 12:00:00,120,nan,nan,nan,nan,12,2869,WDC
1964-04-29 13:00:00,120,nan,nan,nan,nan,13,2870,WDC
1964-04-29 14:00:00,120,nan,nan,nan,nan,14,2871,WDC
1964-04-29 15:00:00,120,nan,nan,nan,nan,15,2872,WDC
1964-04-29 16:00:00,120,nan,nan,nan,nan,16,2873,WDC
1964-04-29 17:00:00,120,nan,nan,nan,nan,17,2874,WDC
1964-04-29 18:00:00,120,nan,nan,nan,nan,18,2875,WDC
1964-04-29 19:00:00,120,nan,nan,nan,nan,19,2876,WDC
1964-04-29 20:00:00,120,nan,nan,nan,nan,20,2877,WDC
1964-04-29 21:00:00,120,nan,nan,nan,nan,21,2878,WDC
1964-04-29 22:00:00,120,nan,nan,nan,nan,22,2879,WDC
1964-04-29 23:00:00,120,nan,nan,nan,nan,23,2880,WDC
1964-04-30 00:00:00,121,nan,nan,nan,nan,0,2881,WDC
1964-04-30 01:00:00,121,nan,nan,nan,nan,1,2882,WDC
1964-04-30 02:00:00,121,nan,nan,nan,nan,2,2883,WDC
1964-04-30 03:00:00,121,nan,nan,nan,nan,3,2884,WDC
1964-04-30 04:00:00,121,nan,nan,nan,nan,4,2885,WDC
1964-04-30 05:00:00,121,nan,nan,nan,nan,5,2886,WDC
1964-04-30 06:00:00,121,nan,nan,nan,nan,6,2887,WDC
1964-04-30 07:00:00,121,nan,nan,nan,nan,7,2888,WDC
1964-04-30 08:00:00,121,nan,nan,nan,nan,8,2889,WDC
1964-04-30 09:00:00,121,nan,nan,nan,nan,9,2890,WDC
1964-04-30 10:00:00,121,nan,nan,nan,nan,10,2891,WDC
1964-04-30 11:00:00,121,nan,nan,nan,nan,11,2892,WDC
1964-04-30 12:00:00,121,nan,nan,nan,nan,12,2893,WDC
1964-04-30 13:00:00,121,nan,nan,nan,nan,13,2894,WDC
1964-04-30 14:00:00,121,nan,nan,nan,nan,14,2895,WDC
1964-04-30 15:00:00,121,nan,nan,nan,nan,15,2896,WDC
1964-04-30 16:00:00,121,nan,nan,nan,nan,16,2897,WDC
1964-04-30 17:00:00,121,nan,nan,nan,nan,17,2898,WDC
1964-04-30 18:00:00,121,nan,nan,nan,nan,18,2899,WDC
1964-04-30 19:00:00,121,nan,nan,nan,nan,19,2900,WDC
1964-04-30 20:00:00,121,nan,nan,nan,nan,20,2901,WDC
1964-04-30 21:00:00,121,nan,nan,nan,nan,21,2902,WDC
1964-04-30 22:00:00,121,nan,nan,nan,nan,22,2903,WDC
1964-04-30 23:00:00,121,nan,nan,nan,nan,23,2904,WDC
1964-05-01 00:00:00,122,nan,nan,nan,nan,0,2905,WDC
1964-05-01 01:00:00,122,nan,nan,nan,nan,1,2906,WDC
1964-05-01 02:00:00,122,nan,nan,nan,nan,2,2907,WDC
1964-05-01 03:00:00,122,nan,nan,nan,nan,3,2908,WDC
1964-05-01 04:00:00,122,nan,nan,nan,nan,4,2909,WDC
1964-05-01 05:00:00,122,nan,nan,nan,nan,5,2910,WDC
1964-05-01 06:00:00,122,nan,nan,nan,nan,6,2911,WDC
1964-05-01 07:00:00,122,nan,nan,nan,nan,7,2912,WDC
1964-05-01 08:00:00,122,nan,nan,nan,nan,8,2913,WDC
1964-05-01 09:00:00,122,nan,nan,nan,nan,9,2914,WDC
1964-05-01 10:00:00,122,nan,nan,nan,nan,10,2915,WDC
1964-05-01 11:00:00,122,nan,nan,nan,nan,11,2916,WDC
1964-05-01 12:00:00,122,nan,nan,nan,nan,12,2917,WDC
1964-05-01 13:00:00,122,nan,nan,nan,nan,13,2918,WDC
1964-05-01 14:00:00,122,nan,nan,nan,nan,14,2919,WDC
1964-05-01 15:00:00,122,nan,nan,nan,nan,15,2920,WDC
1964-05-01 16:00:00,122,nan,nan,nan,nan,16,2921,WDC
1964-05-01 17:00:00,122,nan,nan,nan,nan,17,2922,WDC
1964-05-01 18:00:00,122,nan,nan,nan,nan,18,2923,WDC
1964-05-01 19:00:00,122,nan,nan,nan,nan,19,2924,WDC
1964-05-01 20:00:00,122,nan,nan,nan,nan,20,2925,WDC
1964-05-01 21:00:00,122,nan,nan,nan,nan,21,2926,WDC
1964-05-01 22:00:00,122,nan,nan,nan,nan,22,2927,WDC
1964-05-01 23:00:00,122,nan,nan,nan,nan,23,2928,WDC
1964-05-02 00:00:00,123,nan,nan,nan,nan,0,2929,WDC
1964-05-02 01:00:00,123,nan,nan,nan,nan,1,2930,WDC
1964-05-02 02:00:00,123,nan,nan,nan,nan,2,2931,WDC
1964-05-02 03:00:00,123,nan,nan,nan,nan,3,2932,WDC
1964-05-02 04:00:00,123,nan,nan,nan,nan,4,2933,WDC
1964-05-02 05:00:00,123,nan,nan,nan,nan,5,2934,WDC
1964-05-02 06:00:00,123,nan,nan,nan,nan,6,2935,WDC
1964-05-02 07:00:00,123,nan,nan,nan,nan,7,2936,WDC
1964-05-02 08:00:00,123,nan,nan,nan,nan,8,2937,WDC
1964-05-02 09:00:00,123,nan,nan,nan,nan,9,2938,WDC
1964-05-02 10:00:00,123,nan,nan,nan,nan,10,2939,WDC
1964-05-02 11:00:00,123,nan,nan,nan,nan,11,2940,WDC
1964-05-02 12:00:00,123,nan,nan,nan,nan,12,2941,WDC
1964-05-02 13:00:00,123,nan,nan,nan,nan,13,2942,WDC
1964-05-02 14:00:00,123,nan,nan,nan,nan,14,2943,WDC
1964-05-02 15:00:00,123,nan,nan,nan,nan,15,2944,WDC
1964-05-02 16:00:00,123,nan,nan,nan,nan,16,2945,WDC
1964-05-02 17:00:00,123,nan,nan,nan,nan,17,2946,WDC
1964-05-02 18:00:00,123,nan,nan,nan,nan,18,2947,WDC
1964-05-02 19:00:00,123,nan,nan,nan,nan,19,2948,WDC
1964-05-02 20:00:00,123,nan,nan,nan,nan,20,2949,WDC
1964-05-02 21:00:00,123,nan,nan,nan,nan,21,2950,WDC
1964-05-02 22:00:00,123,nan,nan,nan,nan,22,2951,WDC
1964-05-02 23:00:00,123,nan,nan,nan,nan,23,2952,WDC
1964-05-03 00:00:00,124,nan,nan,nan,nan,0,2953,WDC
1964-05-03 01:00:00,124,nan,nan,nan,nan,1,2954,WDC
1964-05-03 02:00:00,124,nan,nan,nan,nan,2,2955,WDC
1964-05-03 03:00:00,124,nan,nan,nan,nan,3,2956,WDC
1964-05-03 04:00:00,124,nan,nan,nan,nan,4,2957,WDC
1964-05-03 05:00:00,124,nan,nan,nan,nan,5,2958,WDC
1964-05-03 06:00:00,124,nan,nan,nan,nan,6,2959,WDC
1964-05-03 07:00:00,124,nan,nan,nan,nan,7,2960,WDC
1964-05-03 08:00:00,124,nan,nan,nan,nan,8,2961,WDC
1964-05-03 09:00:00,124,nan,nan,nan,nan,9,2962,WDC
1964-05-03 10:00:00,124,nan,nan,nan,nan,10,2963,WDC
1964-05-03 11:00:00,124,nan,nan,nan,nan,11,2964,WDC
1964-05-03 12:00:00,124,nan,nan,nan,nan,12,2965,WDC
1964-05-03 13:00:00,124,nan,nan,nan,nan,13,2966,WDC
1964-05-03 14:00:00,124,nan,nan,nan,nan,14,2967,WDC
1964-05-03 15:00:00,124,nan,nan,nan,nan,15,2968,WDC
1964-05-03 16:00:00,124,nan,nan,nan,nan,16,2969,WDC
1964-05-03 17:00:00,124,nan,nan,nan,nan,17,2970,WDC
1964-05-03 18:00:00,124,nan,nan,nan,nan,18,2971,WDC
1964-05-03 19:00:00,124,nan,nan,nan,nan,19,2972,WDC
1964-05-03 20:00:00,124,nan,nan,nan,nan,20,2973,WDC
1964-05-03 21:00:00,124,nan,nan,nan,nan,21,2974,WDC
1964-05-03 22:00:00,124,nan,nan,nan,nan,22,2975,WDC
1964-05-03 23:00:00,124,nan,nan,nan,nan,23,2976,WDC
1964-05-04 00:00:00,125,nan,nan,nan,nan,0,2977,WDC
1964-05-04 01:00:00,125,nan,nan,nan,nan,1,2978,WDC
1964-05-04 02:00:00,125,nan,nan,nan,nan,2,2979,WDC
1964-05-04 03:00:00,125,nan,nan,nan,nan,3,2980,WDC
1964-05-04 04:00:00,125,nan,nan,nan,nan,4,2981,WDC
1964-05-04 05:00:00,125,nan,nan,nan,nan,5,2982,WDC
1964-05-04 06:00:00,125,nan,nan,nan,nan,6,2983,WDC
1964-05-04 07:00:00,125,nan,nan,nan,nan,7,2984,WDC
1964-05-04 08:00:00,125,nan,nan,nan,nan,8,2985,WDC
1964-05-04 09:00:00,125,nan,nan,nan,nan,9,2986,WDC
1964-05-04 10:00:00,125,nan,nan,nan,nan,10,2987,WDC
1964-05-04 11:00:00,125,nan,nan,nan,nan,11,2988,WDC
1964-05-04 12:00:00,125,nan,nan,nan,nan,12,2989,WDC
1964-05-04 13:00:00,125,nan,nan,nan,nan,13,2990,WDC
1964-05-04 14:00:00,125,nan,nan,nan,nan,14,2991,WDC
1964-05-04 15:00:00,125,nan,nan,nan,nan,15,2992,WDC
1964-05-04 16:00:00,125,nan,nan,nan,nan,16,2993,WDC
1964-05-04 17:00:00,125,nan,nan,nan,nan,17,2994,WDC
1964-05-04 18:00:00,125,nan,nan,nan,nan,18,2995,WDC
1964-05-04 19:00:00,125,nan,nan,nan,nan,19,2996,WDC
1964-05-04 20:00:00,125,nan,nan,nan,nan,20,2997,WDC
1964-05-04 21:00:00,125,nan,nan,nan,nan,21,2998,WDC
1964-05-04 22:00:00,125,nan,nan,nan,nan,22,2999,WDC
1964-05-04 23:00:00,125,nan,nan,nan,nan,23,3000,WDC
1964-05-05 00:00:00,126,nan,nan,nan,nan,0,3001,WDC
1964-05-05 01:00:00,126,nan,nan,nan,nan,1,3002,WDC
1964-05-05 02:00:00,126,nan,nan,nan,nan,2,3003,WDC
1964-05-05 03:00:00,126,nan,nan,nan,nan,3,3004,WDC
1964-05-05 04:00:00,126,nan,nan,nan,nan,4,3005,WDC
1964-05-05 05:00:00,126,nan,nan,nan,nan,5,3006,WDC
1964-05-05 06:00:00,126,nan,nan,nan,nan,6,3007,WDC
1964-05-05 07:00:00,126,nan,nan,nan,nan,7,3008,WDC
1964-05-05 08:00:00,126,nan,nan,nan,nan,8,3009,WDC
1964-05-05 09:00:00,126,nan,nan,nan,nan,9,3010,WDC
1964-05-05 10:00:00,126,nan,nan,nan,nan,10,3011,WDC
1964-05-05 11:00:00,126,nan,nan,nan,nan,11,3012,WDC
1964-05-05 12:00:00,126,nan,nan,nan,nan,12,3013,WDC
1964-05-05 13:00:00,126,nan,nan,nan,nan,13,3014,WDC
1964-05-05 14:00:00,126,nan,nan,nan,nan,14,3015,WDC
1964-05-05 15:00:00,126,nan,nan,nan,nan,15,3016,WDC
1964-05-05 16:00:00,126,nan,nan,nan,nan,16,3017,WDC
1964-05-05 17:00:00,126,nan,nan,nan,nan,17,3018,WDC
1964-05-05 18:00:00,126,nan,nan,nan,nan,18,3019,WDC
1964-05-05 19:00:00,126,nan,nan,nan,nan,19,3020,WDC
1964-05-05 20:00:00,126,nan,nan,nan,nan,20,3021,WDC
1964-05-05 21:00:00,126,nan,nan,nan,nan,21,3022,WDC
1964-05-05 22:00:00,126,nan,nan,nan,nan,22,3023,WDC
1964-05-05 23:00:00,126,nan,nan,nan,nan,23,3024,WDC
1964-05-06 00:00:00,127,nan,nan,nan,nan,0,3025,WDC
1964-05-06 01:00:00,127,nan,nan,nan,nan,1,3026,WDC
1964-05-06 02:00:00,127,nan,nan,nan,nan,2,3027,WDC
1964-05-06 03:00:00,127,nan,nan,nan,nan,3,3028,WDC
1964-05-06 04:00:00,127,nan,nan,nan,nan,4,3029,WDC
1964-05-06 05:00:00,127,nan,nan,nan,nan,5,3030,WDC
1964-05-06 06:00:00,127,nan,nan,nan,nan,6,3031,WDC
1964-05-06 07:00:00,127,nan,nan,nan,nan,7,3032,WDC
1964-05-06 08:00:00,127,nan,nan,nan,nan,8,3033,WDC
1964-05-06 09:00:00,127,nan,nan,nan,nan,9,3034,WDC
1964-05-06 10:00:00,127,nan,nan,nan,nan,10,3035,WDC
1964-05-06 11:00:00,127,nan,nan,nan,nan,11,3036,WDC
1964-05-06 12:00:00,127,nan,nan,nan,nan,12,3037,WDC
1964-05-06 13:00:00,127,nan,nan,nan,nan,13,3038,WDC
1964-05-06 14:00:00,127,nan,nan,nan,nan,14,3039,WDC
1964-05-06 15:00:00,127,nan,nan,nan,nan,15,3040,WDC
1964-05-06 16:00:00,127,nan,nan,nan,nan,16,3041,WDC
1964-05-06 17:00:00,127,nan,nan,nan,nan,17,3042,WDC
1964-05-06 18:00:00,127,nan,nan,nan,nan,18,3043,WDC
1964-05-06 19:00:00,127,nan,nan,nan,nan,19,3044,WDC
1964-05-06 20:00:00,127,nan,nan,nan,nan,20,3045,WDC
1964-05-06 21:00:00,127,nan,nan,nan,nan,21,3046,WDC
1964-05-06 22:00:00,127,nan,nan,nan,nan,22,3047,WDC
1964-05-06 23:00:00,127,nan,nan,nan,nan,23,3048,WDC
1964-05-07 00:00:00,128,nan,nan,nan,nan,0,3049,WDC
1964-05-07 01:00:00,128,nan,nan,nan,nan,1,3050,WDC
1964-05-07 02:00:00,128,nan,nan,nan,nan,2,3051,WDC
1964-05-07 03:00:00,128,nan,nan,nan,nan,3,3052,WDC
1964-05-07 04:00:00,128,nan,nan,nan,nan,4,3053,WDC
1964-05-07 05:00:00,128,nan,nan,nan,nan,5,3054,WDC
1964-05-07 06:00:00,128,nan,nan,nan,nan,6,3055,WDC
1964-05-07 07:00:00,128,nan,nan,nan,nan,7,3056,WDC
1964-05-07 08:00:00,128,nan,nan,nan,nan,8,3057,WDC
1964-05-07 09:00:00,128,nan,nan,nan,nan,9,3058,WDC
1964-05-07 10:00:00,128,nan,nan,nan,nan,10,3059,WDC
1964-05-07 11:00:00,128,nan,nan,nan,nan,11,3060,WDC
1964-05-07 12:00:00,128,nan,nan,nan,nan,12,3061,WDC
1964-05-07 13:00:00,128,nan,nan,nan,nan,13,3062,WDC
1964-05-07 14:00:00,128,nan,nan,nan,nan,14,3063,WDC
1964-05-07 15:00:00,128,nan,nan,nan,nan,15,3064,WDC
1964-05-07 16:00:00,128,nan,nan,nan,nan,16,3065,WDC
1964-05-07 17:00:00,128,nan,nan,nan,nan,17,3066,WDC
1964-05-07 18:00:00,128,nan,nan,nan,nan,18,3067,WDC
1964-05-07 19:00:00,128,nan,nan,nan,nan,19,3068,WDC
1964-05-07 20:00:00,128,nan,nan,nan,nan,20,3069,WDC
1964-05-07 21:00:00,128,nan,nan,nan,nan,21,3070,WDC
1964-05-07 22:00:00,128,nan,nan,nan,nan,22,3071,WDC
1964-05-07 23:00:00,128,nan,nan,nan,nan,23,3072,WDC
1964-05-08 00:00:00,129,nan,nan,nan,nan,0,3073,WDC
1964-05-08 01:00:00,129,nan,nan,nan,nan,1,3074,WDC
1964-05-08 02:00:00,129,nan,nan,nan,nan,2,3075,WDC
1964-05-08 03:00:00,129,nan,nan,nan,nan,3,3076,WDC
1964-05-08 04:00:00,129,nan,nan,nan,nan,4,3077,WDC
1964-05-08 05:00:00,129,nan,nan,nan,nan,5,3078,WDC
1964-05-08 06:00:00,129,nan,nan,nan,nan,6,3079,WDC
1964-05-08 07:00:00,129,nan,nan,nan,nan,7,3080,WDC
1964-05-08 08:00:00,129,nan,nan,nan,nan,8,3081,WDC
1964-05-08 09:00:00,129,nan,nan,nan,nan,9,3082,WDC
1964-05-08 10:00:00,129,nan,nan,nan,nan,10,3083,WDC
1964-05-08 11:00:00,129,nan,nan,nan,nan,11,3084,WDC
1964-05-08 12:00:00,129,nan,nan,nan,nan,12,3085,WDC
1964-05-08 13:00:00,129,nan,nan,nan,nan,13,3086,WDC
1964-05-08 14:00:00,129,nan,nan,nan,nan,14,3087,WDC
1964-05-08 15:00:00,129,nan,nan,nan,nan,15,3088,WDC
1964-05-08 16:00:00,129,nan,nan,nan,nan,16,3089,WDC
1964-05-08 17:00:00,129,nan,nan,nan,nan,17,3090,WDC
1964-05-08 18:00:00,129,nan,nan,nan,nan,18,3091,WDC
1964-05-08 19:00:00,129,nan,nan,nan,nan,19,3092,WDC
1964-05-08 20:00:00,129,nan,nan,nan,nan,20,3093,WDC
1964-05-08 21:00:00,129,nan,nan,nan,nan,21,3094,WDC
1964-05-08 22:00:00,129,nan,nan,nan,nan,22,3095,WDC
1964-05-08 23:00:00,129,nan,nan,nan,nan,23,3096,WDC
1964-05-09 00:00:00,130,nan,nan,nan,nan,0,3097,WDC
1964-05-09 01:00:00,130,nan,nan,nan,nan,1,3098,WDC
1964-05-09 02:00:00,130,nan,nan,nan,nan,2,3099,WDC
1964-05-09 03:00:00,130,nan,nan,nan,nan,3,3100,WDC
1964-05-09 04:00:00,130,nan,nan,nan,nan,4,3101,WDC
1964-05-09 05:00:00,130,nan,nan,nan,nan,5,3102,WDC
1964-05-09 06:00:00,130,nan,nan,nan,nan,6,3103,WDC
1964-05-09 07:00:00,130,nan,nan,nan,nan,7,3104,WDC
1964-05-09 08:00:00,130,nan,nan,nan,nan,8,3105,WDC
1964-05-09 09:00:00,130,nan,nan,nan,nan,9,3106,WDC
1964-05-09 10:00:00,130,nan,nan,nan,nan,10,3107,WDC
1964-05-09 11:00:00,130,nan,nan,nan,nan,11,3108,WDC
1964-05-09 12:00:00,130,nan,nan,nan,nan,12,3109,WDC
1964-05-09 13:00:00,130,nan,nan,nan,nan,13,3110,WDC
1964-05-09 14:00:00,130,nan,nan,nan,nan,14,3111,WDC
1964-05-09 15:00:00,130,nan,nan,nan,nan,15,3112,WDC
1964-05-09 16:00:00,130,nan,nan,nan,nan,16,3113,WDC
1964-05-09 17:00:00,130,nan,nan,nan,nan,17,3114,WDC
1964-05-09 18:00:00,130,nan,nan,nan,nan,18,3115,WDC
1964-05-09 19:00:00,130,nan,nan,nan,nan,19,3116,WDC
1964-05-09 20:00:00,130,nan,nan,nan,nan,20,3117,WDC
1964-05-09 21:00:00,130,nan,nan,nan,nan,21,3118,WDC
1964-05-09 22:00:00,130,nan,nan,nan,nan,22,3119,WDC
1964-05-09 23:00:00,130,nan,nan,nan,nan,23,3120,WDC
1964-05-10 00:00:00,131,nan,nan,nan,nan,0,3121,WDC
1964-05-10 01:00:00,131,nan,nan,nan,nan,1,3122,WDC
1964-05-10 02:00:00,131,nan,nan,nan,nan,2,3123,WDC
1964-05-10 03:00:00,131,nan,nan,nan,nan,3,3124,WDC
1964-05-10 04:00:00,131,nan,nan,nan,nan,4,3125,WDC
1964-05-10 05:00:00,131,nan,nan,nan,nan,5,3126,WDC
1964-05-10 06:00:00,131,nan,nan,nan,nan,6,3127,WDC
1964-05-10 07:00:00,131,nan,nan,nan,nan,7,3128,WDC
1964-05-10 08:00:00,131,nan,nan,nan,nan,8,3129,WDC
1964-05-10 09:00:00,131,nan,nan,nan,nan,9,3130,WDC
1964-05-10 10:00:00,131,nan,nan,nan,nan,10,3131,WDC
1964-05-10 11:00:00,131,nan,nan,nan,nan,11,3132,WDC
1964-05-10 12:00:00,131,nan,nan,nan,nan,12,3133,WDC
